,Acousticness,Danceability,Duration_ms,Energy,ID,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time_Signature,Valence
3613,0.451,0.569,175653,0.649,2gxqozTaq2NYylvS8jd57G,0.0,11,0.128,-8.175,1,0.482,108.77,4,0.441
3614,0.276,0.861,152187,0.499,2GyHLJ238fZx2QkQO9v7nV,0.0,6,0.0971,-7.458,1,0.263,122.003,4,0.861
3615,0.0358,0.801,184058,0.649,2GZ3ilcrZ89O4e40kIXqbe,5.79e-06,11,0.203,-7.29,0,0.11,150.968,4,0.624
3616,0.112,0.577,252308,0.791,2GZRWUJStKnmg7ApolaicZ,0.0896,11,0.111,-5.479,0,0.19,156.09,4,0.059
3617,0.0612,0.677,235947,0.604,2h1IPjP471JJRSShTHRUhi,0.0,7,0.353,-5.32,1,0.0385,134.052,3,0.297
3618,0.204,0.741,190084,0.813,2H1liABu20HXBOmbt5SQz1,0.0,11,0.797,-4.83,0,0.0452,123.842,4,0.765
3619,0.666,0.653,143075,0.412,2H2X3bf5jc1wL1HLoyRFRS,4.1e-05,6,0.125,-10.252,0,0.251,96.972,4,0.129
3620,0.0823,0.587,215360,0.671,2h3i5tGUl6hMu572umjcGo,0.0,2,0.161,-4.48,1,0.144,127.133,4,0.1
3621,0.585,0.769,144733,0.156,2H3wWrnO758y0fPH7Ilerg,0.015,11,0.102,-10.7,0,0.035,105.95,4,0.527
3622,0.482,0.669,151667,0.616,2H3ZUSE54pST4ubRd5FzFR,0.0,11,0.179,-10.776,0,0.033,130.037,4,0.818
3623,0.512,0.575,381627,0.843,2h47SG8bNphmicAll4H9RV,0.000139,1,0.249,-10.879,1,0.0395,161.298,4,0.887
3624,0.267,0.908,278760,0.499,2H5CLUmtvo2VHEeWzMtUqW,0.0,6,0.078,-7.793,0,0.642,132.968,4,0.114
3625,0.137,0.866,379267,0.73,2H7PHVdQ3mXqEHXcvclTB0,0.0,5,0.0843,-8.201,1,0.0767,118.523,4,0.625
3626,0.981,0.288,320667,0.187,2H7UcaYJZDejzS7XK8UzZ9,0.951,6,0.0774,-16.158,0,0.0456,85.236,4,0.0354
3627,0.387,0.614,169853,0.682,2H881m3JRA8lpuuwaQL6zy,0.0,11,0.134,-4.117,0,0.102,100.202,4,0.566
3628,0.0269,0.789,223777,0.748,2h9L3U6h3jnfOpIAj8E86H,0.000683,7,0.158,-6.465,1,0.0665,110.058,4,0.307
3629,0.0383,0.545,212133,0.869,2hAbbp7lGnXsfbj3INaAIA,0.0,1,0.0843,-1.832,0,0.125,141.045,4,0.204
3630,0.0577,0.565,231906,0.782,2habSXqcJGExM6JJyskY7O,4.16e-05,8,0.0757,-6.413,1,0.0506,140.004,4,0.4
3631,0.0703,0.716,386907,0.531,2HbKqm4o0w5wEeEFXm2sD4,0.0,7,0.224,-7.355,1,0.122,71.994,4,0.344
3632,0.00169,0.372,158040,0.865,2HbYLDA1SigY1ilC94ieVu,0.00293,7,0.127,-4.288,0,0.0513,176.689,3,0.594
3633,0.186,0.591,302492,0.846,2hcohLIysMxofYziluXCoX,0.0,7,0.463,-3.687,1,0.276,94.795,4,0.121
3634,0.801,0.324,227887,0.197,2HD7DoEe9FdtvGdAdQIv5W,0.0,8,0.115,-10.191,1,0.0337,178.893,3,0.338
3635,0.435,0.7,262003,0.742,2HEsewd9dzzLg4751JIS4p,0.0,8,0.092,-5.233,1,0.347,140.172,4,0.635
3636,0.00312,0.717,168320,0.595,2hfuZh5FuIOFMoUPU01fjv,0.0,7,0.169,-5.275,1,0.0462,143.04,4,0.217
3637,0.242,0.865,242407,0.687,2HgGPga67UQXWW2JLuYE6E,0.0,10,0.158,-3.744,0,0.217,139.023,4,0.486
3638,0.708,0.534,192520,0.815,2HGymMoOdB4ZYv0AAqYmgF,0.0,5,0.111,-2.815,1,0.0278,159.848,4,0.564
3639,0.00274,0.741,266879,0.673,2hIFuoXhzcZGvmdtSE35lc,5.85e-05,8,0.315,-4.654,1,0.062,107.084,4,0.163
3640,0.189,0.858,108213,0.435,2hJWZvTw4QVBwC14ZNs1Ib,0.0,6,0.0925,-11.286,1,0.0661,141.993,4,0.704
3641,0.523,0.551,267453,0.328,2hKyfBlD0lCVOkXm4pMeX6,0.431,7,0.116,-11.37,1,0.0293,129.13,4,0.18
3642,0.0328,0.726,173720,0.889,2hl6q70unbviGo3g1R7uFx,0.0,0,0.0925,-3.655,1,0.0429,96.024,4,0.649
3643,0.316,0.638,210300,0.574,2HL7EWAjEm5Bhpr1iWHA4C,0.000316,7,0.428,-6.115,0,0.0263,110.256,4,0.681
3644,0.0815,0.758,216893,0.665,2hloaUoRonYssMuqLCBLTX,0.000157,2,0.216,-5.188,0,0.0774,151.976,4,0.643
3645,0.0598,0.616,213339,0.459,2HmpP4f48ptsSQVufmiW1m,5.08e-06,8,0.287,-6.616,1,0.427,79.937,4,0.622
3646,0.779,0.449,99187,0.318,2hmtgEoaSzfQ7l8jXOeOvh,0.0,1,0.213,-15.693,1,0.222,158.495,3,0.241
3647,0.0187,0.541,233739,0.702,2HNTf5dk2MLXr8cGrSYjcK,0.0022,0,0.0788,-6.884,1,0.0362,115.01,4,0.079
3648,0.49,0.755,174861,0.625,2hnxrRNzF74mdDzpQZQukQ,0.0,2,0.157,-7.114,1,0.0896,147.02,4,0.374
3649,0.000639,0.63,193778,0.9,2HO0uCyq8jOveEzvmo4JEu,0.852,4,0.203,-3.955,1,0.0387,134.988,4,0.155
3650,0.227,0.718,151416,0.865,2hOMwCEcW4lM0Ghm7W2Rgf,0.0,1,0.114,-3.759,1,0.35,178.008,4,0.55
3651,0.24,0.792,157153,0.668,2hPLfPxvRUfXKNGD3VcJnT,0.371,6,0.142,-5.67,0,0.0742,109.956,4,0.242
3652,0.531,0.547,195440,0.457,2hpqjWn2f4rszTS8v0nfVR,0.0,11,0.103,-8.382,1,0.263,143.957,4,0.564
3653,0.021,0.626,233226,0.935,2HRPXsTnLUJv9lcw3EaH3L,0.0209,8,0.228,-5.365,1,0.163,124.003,4,0.297
3654,0.0133,0.647,270507,0.86,2HSg1bU4ZmlVbhyYZ8YdyE,0.00016,11,0.136,-5.765,1,0.0433,117.97,4,0.785
3655,0.865,0.124,179453,0.309,2hsKAP8pln6O956m6Ma10p,0.8,4,0.103,-15.882,0,0.0346,63.827,4,0.0796
3656,0.0019,0.73,221680,0.578,2HSKXpBcVTvkNgV87OOO00,0.0,9,0.184,-6.441,1,0.143,151.967,4,0.782
3657,0.00374,0.608,291747,0.865,2HSt0zP8NTyBfLTFk0rSMi,0.00286,4,0.238,-7.683,0,0.0329,101.208,4,0.581
3658,0.552,0.556,244707,0.445,2hU9S9x1uciKpOS5BqWqeq,0.755,6,0.106,-8.702,0,0.027,120.071,4,0.0605
3659,0.167,0.659,244000,0.839,2huH9q26JmfR0BzV4xKzny,0.0,2,0.389,-4.106,1,0.162,119.935,4,0.624
3660,0.216,0.676,179125,0.692,2HvMyC2NoRJceu6Lgbn4lS,9.26e-06,0,0.141,-6.683,0,0.249,125.966,4,0.111
3661,6.49e-05,0.495,196973,0.954,2HwtiwV8OgIwNuj1Wq9e0B,0.826,7,0.359,-7.757,1,0.0841,109.556,4,0.367
3662,0.0845,0.422,248387,0.852,2HzfRSfCogBSsgW2CckVA2,0.0,6,0.0687,-3.546,1,0.208,82.914,4,0.666
3663,0.0215,0.604,169158,0.732,2i1e4VbiH770F8dD3sG3jH,0.0,7,0.402,-3.966,1,0.0536,119.945,4,0.619
3664,0.113,0.841,245098,0.682,2I3dW2dCBZAJGj5X21E53k,9.65e-05,2,0.131,-7.007,1,0.0458,94.985,4,0.338
3665,0.0372,0.86,246741,0.681,2i4WKnGYntsN4jEvDjkKBE,2.51e-06,2,0.0749,-7.016,0,0.163,153.993,4,0.846
3666,0.274,0.605,185617,0.553,2I88NEWpKrAPZuapXNV5G6,0.0152,10,0.184,-10.845,0,0.101,152.076,4,0.62
3667,0.00863,0.803,167813,0.79,2i8hWheuwDUwyPrZynCLEF,0.0,1,0.0441,-4.353,1,0.125,94.982,4,0.712
3668,0.327,0.7,235973,0.71,2IA8cFA46DkjgbsRG7kKbp,0.0,11,0.129,-4.835,1,0.0532,167.971,4,0.582
3669,0.488,0.638,157620,0.525,2IBMzBEE8Pwbzs0KK0fQNM,0.0,6,0.126,-9.942,1,0.523,81.457,4,0.665
3670,0.331,0.827,163987,0.625,2ICdvchXmDh5mdLyyL2opB,6.23e-06,11,0.109,-5.996,0,0.269,132.068,4,0.587
3671,0.353,0.567,225520,0.73,2iCOdoyDmWG3hWkbtH1KB2,1.73e-06,9,0.154,-6.748,0,0.213,87.237,4,0.525
3672,0.00211,0.637,225687,0.851,2idTnDVMIFBqdoHodX8WQc,0.0012,11,0.161,-3.501,1,0.0433,132.929,4,0.39
3673,0.237,0.551,258866,0.403,2IfSPLPDW6RGosdB5huwAA,0.0,4,0.165,-8.391,1,0.0307,136.02,4,0.162
3674,0.421,0.573,281758,0.649,2iFxUBbMdLgJZzmuIxKKvs,0.0335,0,0.0674,-8.258,1,0.0313,113.158,4,0.108
3675,0.553,0.555,295440,0.546,2igEkhy9y8dob8AfqjfXVC,0.0,8,0.0524,-9.047,1,0.0345,94.98,4,0.673
3676,0.0185,0.516,251586,0.793,2igGHzJ3ZVZdCXjNNYlVSo,0.148,9,0.197,-7.833,1,0.0276,132.599,4,0.522
3677,0.0552,0.786,228000,0.583,2IGr3q6ljcpLvHDFLtI0yW,1.84e-06,0,0.326,-7.415,1,0.0393,120.024,4,0.229
3678,0.044,0.531,296523,0.66,2ihGhgBYuX7ai0Yr6X2gQR,0.00425,1,0.929,-7.92,1,0.0805,106.188,4,0.253
3679,0.0171,0.77,191840,0.691,2IHy47dWsTh0FEHBMdfd38,0.0,9,0.262,-8.123,0,0.3,136.083,4,0.765
3680,0.00505,0.394,200970,0.795,2IhYVaVmpnpCvksKZ68t6w,2.97e-06,2,0.0972,-3.604,1,0.39,80.287,4,0.426
3681,0.00908,0.921,162886,0.748,2iicKPnvOKfbJZJZtuQnjy,0.0,1,0.0798,-5.093,1,0.13,139.979,4,0.801
3682,0.354,0.791,188560,0.745,2ijef6ni2amuunRoKTlgww,2.93e-05,11,0.104,-3.695,0,0.0464,94.014,4,0.82
3683,0.00227,0.861,257867,0.715,2IjgKCbrk8CtqmsOC5DhVd,0.0,11,0.144,-4.393,0,0.301,148.971,4,0.535
3684,0.0371,0.643,181228,0.537,2IjvgnuNmzpzuyWb7oSGOF,0.0,5,0.571,-6.259,1,0.0944,150.045,3,0.824
3685,0.156,0.534,260160,0.635,2IJzqbcbQZjcca53yGkX7t,1.7e-05,6,0.378,-5.562,1,0.0312,140.203,4,0.303
3686,0.206,0.611,223260,0.412,2IKUNCdzTOGGKoX6tMDH2A,0.0,8,0.1,-7.445,0,0.202,116.078,4,0.116
3687,0.104,0.548,193893,0.58,2IKZkwHI5zsZf70STuhvOX,0.0,11,0.127,-7.524,0,0.121,180.066,4,0.462
3688,0.902,0.435,242162,0.274,2iLGgm4O5Hia8aSfSzXS3H,0.0,9,0.158,-7.84,1,0.0358,136.123,3,0.422
3689,0.441,0.703,154573,0.648,2iMExhesVankHz7PVnbwXR,8.37e-06,4,0.367,-5.338,0,0.423,123.526,4,0.651
3690,0.479,0.587,298000,0.775,2IMnJIpCRaGrwBXrH8vuiU,6.12e-06,10,0.174,-8.143,0,0.374,84.268,4,0.408
3691,0.0548,0.532,232187,0.642,2Imq77E6CEJR5TPUxlJvTY,0.000246,5,0.0991,-4.891,0,0.111,193.016,4,0.536
3692,0.0394,0.889,212767,0.511,2InEG9es2ySrY184fVeyN5,0.0,1,0.233,-9.043,0,0.317,77.993,4,0.53
3693,0.344,0.809,187707,0.71,2iNIdJqx4zvsOA1eY8I4QZ,4.13e-06,9,0.162,-6.15,0,0.108,110.036,4,0.353
3694,0.0214,0.794,159522,0.366,2INqEk4ko5AsGVLBsiKiQe,0.0,7,0.0964,-10.051,1,0.135,122.993,4,0.278
3695,0.0255,0.782,308213,0.967,2INsiycUgobLSy4ksO4MzK,0.000945,1,0.0321,-4.406,1,0.113,119.322,4,0.902
3696,0.0455,0.622,220291,0.609,2Inz7gGPGgieN0CTw9TOOs,0.0,0,0.0903,-6.702,0,0.038,95.955,4,0.398
3697,1.33e-06,0.29,231000,0.971,2ioXUTT3HXCHoTkQBvehd8,0.847,8,0.129,-9.833,1,0.0953,119.791,3,0.27
3698,0.125,0.861,195736,0.481,2IoZOYOZDrWCOLoZoYedxQ,1.38e-05,2,0.0903,-7.309,1,0.343,146.992,4,0.188
3699,0.895,0.379,259253,0.373,2iQYqdalv245vrCEM4W9N9,0.0718,3,0.115,-12.176,0,0.0309,176.002,1,0.352
3700,0.00889,0.629,309867,0.987,2Ir35f19vfOEG3iEDbV2Sa,0.0069,6,0.053,-3.809,0,0.175,145.102,4,0.409
3701,0.259,0.889,180522,0.496,2IRZnDFmlqMuOrYOLnZZyc,0.0,4,0.252,-6.365,0,0.0905,86.003,4,0.544
3702,0.128,0.541,220160,0.909,2ISl1zekPsc26sUQpVt8UB,0.0,9,0.128,-3.101,1,0.0358,203.862,4,0.962
3703,0.121,0.672,240093,0.543,2iTQEWxLtKrIoYr7FIWq6q,8.05e-05,6,0.331,-7.07,1,0.0335,90.025,4,0.198
3704,0.00448,0.446,72600,0.869,2itYAgeIb3S62D9qJvgZbx,0.0843,6,0.109,-6.189,0,0.503,133.75,5,0.199
3705,0.0334,0.558,237140,0.733,2IUHcSxFPDKLRVgjXxvKjl,0.00193,8,0.193,-6.65,1,0.0693,89.992,4,0.173
3706,0.0169,0.596,203418,0.854,2iUXsYOEPhVqEBwsqP70rE,0.0,7,0.124,-5.114,0,0.463,120.274,4,0.152
3707,0.0983,0.769,221453,0.681,2iuz7nCcAGPb8uMRpe6iwK,0.000161,7,0.0529,-4.636,1,0.0328,120.04,4,0.452
3708,0.334,0.481,184960,0.906,2iW5uc25ziGLlNMqdhFJad,0.603,9,0.043,-3.705,1,0.0349,127.955,4,0.364
3709,0.033,0.865,97344,0.624,2iWEpiPiIPf5D4f2UGBlrZ,0.0,8,0.0984,-8.224,1,0.103,94.94,4,0.396
3710,0.298,0.871,207680,0.346,2iXdwVdzA0KrI2Q0iZNJbX,9.24e-06,5,0.108,-9.481,1,0.0522,110.049,4,0.659
3711,0.000518,0.771,393387,0.963,2IZRKyfNf5wkUxz89DSCgV,0.901,11,0.147,-7.294,1,0.0363,124.0,4,0.598
3712,0.0334,0.791,247934,0.879,2IzsKQFYZJbhvTcHgIZTdC,1.48e-06,2,0.0991,-4.737,1,0.0351,121.033,4,0.898
3713,0.0163,0.299,306411,0.613,2IZZqH4K02UIYg5EohpNHF,0.00359,7,0.368,-9.012,1,0.0347,166.96,4,0.306
3714,0.252,0.669,192537,0.684,2J0X46UkpfLlWbuCXFgDLr,0.0,7,0.72,-4.595,1,0.0585,96.097,4,0.466
3715,0.174,0.786,200480,0.846,2j2fIJGh4PMdXt9ULI5Tlc,0.0,1,0.413,-3.468,1,0.0505,95.005,4,0.819
3716,0.553,0.5,302373,0.734,2J4ExVGT9ITiXWe0e2UeF2,0.000105,10,0.324,-9.546,0,0.0429,100.975,4,0.924
3717,0.00107,0.712,190893,0.731,2J84DvAAI8ph5DYojk3HPt,0.0,9,0.219,-4.555,1,0.0335,118.016,4,0.876
3718,0.703,0.785,178286,0.392,2J8h6CYjgekMZ6YLzNxG1g,7.07e-05,1,0.123,-8.048,0,0.102,140.057,4,0.845
3719,0.0621,0.64,249040,0.85,2j8MsmmNqmc6UBEA54KOlY,0.0,2,0.303,-5.705,1,0.173,76.981,4,0.591
3720,5.3e-05,0.89,231515,0.776,2J8XW8uY0mNGu5CC1HAWiq,0.819,11,0.0438,-7.017,0,0.163,125.001,4,0.54
3721,0.0601,0.708,198367,0.719,2J9wvPoaUMb9H7lmTgrZ3P,0.00292,1,0.1,-3.557,1,0.0907,97.963,4,0.542
3722,0.0188,0.514,341825,0.806,2JB7PvDV0R3Vwbq0iy1WPe,0.00227,2,0.0976,-6.947,1,0.0582,109.331,4,0.288
3723,0.718,0.48,230118,0.345,2JBNgpJV8Gn3EZoWixjJO0,0.0,0,0.126,-7.041,1,0.0302,84.447,4,0.427
3724,0.767,0.841,264920,0.678,2jBQmxZpQxF8jJfEdjJ9Qv,0.0,0,0.4,-4.664,0,0.189,121.023,4,0.717
3725,0.085,0.925,220560,0.725,2jdAqci2mLt0Njv8euSZWS,0.0,0,0.0983,-5.932,1,0.155,133.007,4,0.479
3726,0.384,0.398,468168,0.69,2jdw2tc29bqJwToyGvKgJm,0.000437,1,0.129,-6.809,0,0.0631,129.904,4,0.174
3727,0.0466,0.305,159119,0.561,2jeWxoYEARpy0lGGahsKd5,0.0,9,0.193,-4.55,1,0.0449,134.353,3,0.0578
3728,0.0572,0.825,185987,0.718,2jey6aQoRNao7Ou9ftOXFC,0.0,0,0.104,-3.482,1,0.0838,145.028,4,0.69
3729,0.123,0.462,208887,0.83,2jfCy43LsFbCQoB6HyetlY,0.0,8,0.0726,-4.089,0,0.0673,105.058,4,0.557
3730,0.104,0.548,193893,0.58,2JfXj2TERIkHwJpnG9f8uX,0.0,11,0.127,-7.524,0,0.121,180.066,4,0.462
3731,0.00495,0.646,158040,0.784,2jg4Yc8071puvDRYi22B3a,0.0,5,0.061,-6.137,1,0.0334,108.84,4,0.819
3732,0.616,0.485,206465,0.513,2jGAR1n5D2z8WXYLsmjE4P,0.00805,0,0.121,-8.912,1,0.0238,93.997,4,0.192
3733,0.0647,0.736,199387,0.61,2JGEezjILrpf1pCC9ues4m,0.0,6,0.0794,-7.489,0,0.336,146.055,4,0.534
3734,0.304,0.71,185647,0.393,2JH45bKCSBUEwFLWapE6uA,2.42e-06,9,0.105,-9.306,1,0.0294,92.993,4,0.446
3735,0.146,0.688,186042,0.425,2jHDXNIbElEsxxPQ0EVspA,0.0,11,0.447,-6.394,0,0.0851,139.794,4,0.211
3736,0.101,0.859,219817,0.573,2jJqx7SPGBonJGSHMejEXP,0.0,7,0.0922,-6.24,1,0.387,150.003,4,0.4
3737,0.0179,0.652,294003,0.604,2JJw0uh08pNLYzFzBUAX8Y,0.000589,11,0.119,-8.666,0,0.101,115.953,4,0.068
3738,0.00172,0.686,191288,0.712,2jL0xsUhizWTTTDyh4uxUm,0.0,7,0.308,-6.418,1,0.0843,150.005,4,0.788
3739,0.0559,0.424,183390,0.855,2JLp01p1NG7wg0vNqNpOC1,0.0,5,0.283,-4.807,0,0.196,156.221,3,0.451
3740,0.493,0.763,190472,0.572,2Jlx7CGCVi3mRbKcA53YOn,0.00118,11,0.106,-7.312,0,0.0595,151.93,4,0.25
3741,0.523,0.433,200253,0.754,2Jma4FjDHSXGRkyBhfUZse,0.0,11,0.935,-8.139,0,0.0586,80.149,4,0.842
3742,0.54,0.791,345213,0.557,2JmFRXaJrkAUD2cs6U20KG,0.0,7,0.103,-9.622,0,0.0698,119.973,4,0.284
3743,0.00305,0.323,353667,0.879,2JPceo9bJGGwiwjspYLhad,0.00431,9,0.1,-7.257,1,0.114,155.588,4,0.522
3744,0.246,0.786,215160,0.593,2jPCvYRyIXQf2if8CTyabC,8.04e-06,1,0.15,-9.404,0,0.236,99.935,4,0.322
3745,0.161,0.55,205463,0.415,2JqnpexlO9dmvjUMCaLCLJ,0.0,9,0.108,-6.557,0,0.052,172.065,4,0.274
3746,0.0311,0.939,337941,0.551,2jt2WxXMCD4zjACthkJQVE,0.0,1,0.192,-9.126,1,0.291,118.552,4,0.42
3747,0.0194,0.621,210478,0.873,2JTjDYA0vfx8sp5XMTbeqU,0.0,11,0.488,-2.888,0,0.103,169.91,4,0.401
3748,0.0143,0.872,162638,0.623,2jTujnt0y344ai1rNOywgr,0.0214,1,0.125,-6.984,1,0.0446,119.983,4,0.0883
3749,0.0125,0.777,185105,0.812,2JVbZEpewmqNlSzmXJTx2E,0.00233,2,0.0264,-3.206,0,0.0598,103.023,4,0.283
3750,0.149,0.837,213594,0.364,2JvzF1RMd7lE3KmFlsyZD8,0.0,8,0.271,-11.713,1,0.276,123.984,4,0.463
3751,0.0139,0.303,449253,0.613,2Jw0crrbiepPd9MDeuzIG2,0.0,4,0.109,-8.082,1,0.0354,161.864,3,0.115
3752,0.676,0.556,286533,0.561,2JWeI3Vs2SwdLch4nZzAN7,0.00827,8,0.1,-9.008,1,0.0316,143.274,4,0.716
3753,0.00299,0.804,335625,0.763,2Jy2QSICRcWTdsFamLFAAW,0.655,11,0.0211,-5.556,0,0.0504,128.004,4,0.036
3754,0.0374,0.75,256133,0.725,2jYcqzT5RkJaJvdk1PxFGj,0.0417,10,0.206,-9.764,0,0.0302,119.985,4,0.2
3755,0.385,0.509,252867,0.538,2jyjhRf6DVbMPU5zxagN2h,0.0,7,0.104,-7.335,1,0.0572,75.089,4,0.244
3756,0.157,0.669,171096,0.561,2jYmK1cb3Uya6FFsocdpzO,0.0,11,0.0739,-4.923,0,0.209,180.044,4,0.604
3757,1.53e-06,0.0808,194520,0.85,2JzcrgG7EroPtXVTfSNo8G,0.928,1,0.368,-10.799,1,0.0514,170.488,4,0.039
3758,0.231,0.405,174251,0.616,2jzFNGqC0Q1TeThJTzPL0T,0.0,5,0.347,-5.847,0,0.0889,141.029,4,0.543
3759,0.000128,0.546,295200,0.485,2JZfTvWWtpaE8NohqRXqFr,0.318,2,0.0939,-9.424,1,0.027,109.913,4,0.106
3760,0.123,0.703,184080,0.748,2jZIfoe48eUeOEnP9Ho4h2,0.0,1,0.0642,-6.047,1,0.0435,111.943,4,0.625
3761,0.207,0.709,291293,0.824,2k1np6GRFvKjgjYfo2g39B,0.000307,1,0.0888,-8.824,1,0.0453,118.814,4,0.867
3762,0.00319,0.72,424615,0.564,2K2ZAAI12tU7Ace3haZWEj,0.656,6,0.0222,-6.989,1,0.0853,126.001,4,0.271
3763,0.396,0.689,226733,0.365,2k5QqRnAn3iFdQ59EHiuSs,0.00386,8,0.107,-10.912,0,0.0733,163.985,4,0.285
3764,7.62e-05,0.502,226333,0.927,2kakVoyhN6DWo9yV9n1pu9,0.635,4,0.0699,-4.433,1,0.0405,89.527,4,0.525
3765,0.00451,0.224,185000,0.362,2kCvL4YYI0RT93USJ31Epg,0.245,5,0.185,-10.317,1,0.0398,122.296,4,0.0781
3766,0.0231,0.78,393381,0.516,2kF6TqpjSdNStQYzhxAk7A,0.744,0,0.0936,-7.132,1,0.0391,123.999,4,0.542
3767,0.000706,0.452,153600,0.928,2kf767S4oj5KKVLZKEG4gw,0.000637,2,0.226,-3.133,1,0.079,129.188,4,0.6
3768,0.374,0.926,213120,0.354,2Kf9fwIOwZwd6Aw7OxfkF0,0.0,10,0.49,-10.773,1,0.511,105.005,4,0.561
3769,0.132,0.817,245640,0.599,2KH16WveTQWT6KOG9Rg6e2,0.000311,0,0.0873,-9.249,0,0.0328,108.873,4,0.548
3770,0.828,0.31,362107,0.541,2KHFNeIuubGY26Rkx0vYL0,4.45e-05,10,0.136,-7.591,1,0.0432,77.001,4,0.175
3771,0.0736,0.851,235737,0.709,2khkbmL11VFqKGMrcGIJB3,0.00137,1,0.12,-5.157,0,0.0694,116.467,4,0.42
3772,0.0175,0.557,246693,0.939,2khqMJ0UmmTCgiIjr8RhL3,0.0,1,0.317,-4.712,1,0.0483,101.015,4,0.356
3773,0.744,0.317,80467,0.239,2kJAhu7mesSEkML8zviSNX,0.0,1,0.169,-12.036,0,0.0331,78.251,3,0.391
3774,0.314,0.276,365929,0.251,2KK7OUblFkd7TT9TjWgW7z,6.05e-06,2,0.122,-9.078,1,0.0295,95.705,4,0.18
3775,0.194,0.779,161322,0.666,2KklXplRtxMsBYo474Es0w,0.000556,5,0.0576,-7.361,1,0.0482,123.024,4,0.507
3776,0.00529,0.971,302057,0.548,2KlDzyTJVmOlH1sVTuPcSF,0.00155,11,0.11,-6.82,1,0.154,129.994,4,0.183
3777,0.742,0.532,211600,0.473,2kLWg3dzH4Aqfn6ijMSJb5,0.0,5,0.109,-5.121,1,0.0294,167.826,4,0.368
3778,0.00714,0.439,250667,0.688,2KLX7YuMHdGxiMevRe5W7k,0.0,8,0.109,-4.574,1,0.0529,179.984,4,0.117
3779,0.0317,0.833,202835,0.58,2KokOIKdw4zZutDil85Ugh,0.0,5,0.272,-7.57,0,0.0824,142.104,4,0.419
3780,0.0763,0.757,219320,0.882,2KpCpk6HjXXLb7nnXoXA5O,0.0,1,0.251,-6.125,1,0.248,140.047,4,0.684
3781,0.06,0.589,226797,0.903,2kPQFWoXuRz6jNsEo48Inm,0.00446,9,0.124,-4.834,1,0.0526,105.006,4,0.541
3782,0.0238,0.843,151180,0.665,2KQhEZwfxCoX5HcwymZrXq,0.461,1,0.363,-11.686,1,0.187,119.983,4,0.574
3783,0.0109,0.518,113787,0.706,2KrHM3YwVwewEAxss7iuj7,6.5e-05,8,0.496,-5.148,1,0.227,128.26,4,0.418
3784,0.147,0.692,228133,0.463,2kt06ZsD735FYBZO8yAAQs,0.0,0,0.22,-9.506,1,0.0928,119.851,4,0.432
3785,0.0441,0.724,256418,0.791,2ktoFujjJtantyMoVdBJlX,6.55e-06,7,0.239,-5.411,1,0.169,176.011,4,0.856
3786,0.104,0.483,202333,0.944,2KUL1Ix9grxAWvIAft9EWL,5.6e-05,5,0.0936,-6.355,0,0.211,168.073,4,0.327
3787,0.0196,0.836,242510,0.716,2kVHAQKVtczchKctctzbtK,1.83e-05,5,0.101,-5.211,0,0.0549,119.938,4,0.534
3788,0.234,0.787,283551,0.69,2KvHC9z14GSl4YpkNMX384,0.0,7,0.112,-6.206,0,0.404,171.029,4,0.465
3789,0.211,0.561,216253,0.409,2kVIolfEUjIiYDEPZLTQHg,0.0,4,0.281,-5.372,1,0.0431,164.186,3,0.429
3790,0.265,0.589,192511,0.829,2KvLsBXs4pOPjnxiifsQX7,0.00367,1,0.114,-4.961,1,0.0353,107.003,4,0.242
3791,0.234,0.761,169270,0.785,2KwojFDebQV4J2b0JMRR5Q,0.237,8,0.0573,-5.502,1,0.0505,104.992,4,0.58
3792,0.0311,0.654,211960,0.726,2kWowW0k4oFymhkr7LmvzO,6.35e-05,10,0.0618,-3.803,0,0.0401,103.987,4,0.728
3793,0.994,0.203,196000,0.0664,2kYi4RwuTernByCJR6D4e1,0.868,5,0.132,-24.621,1,0.0452,65.108,3,0.0433
3794,0.417,0.69,219627,0.466,2KZybiXVEQExXm2vtAcP8f,0.0011,6,0.114,-4.812,1,0.102,81.935,4,0.28
3795,0.309,0.663,148087,0.682,2l2m9J4qXLuDHQgPEP90H8,0.00048,11,0.146,-3.244,0,0.0292,106.175,4,0.512
3796,0.627,0.697,189730,0.567,2L5E1nYG6OmtQY64BGaEEg,5.83e-06,7,0.226,-9.032,1,0.0742,93.212,4,0.444
3797,0.954,0.595,181772,0.12,2l6fJNaKfzvJQWNbcMj0n4,0.0,8,0.0822,-9.693,1,0.0371,98.984,4,0.436
3798,0.163,0.759,109192,0.809,2L6U240UjRankMdqW04Dmj,0.0,2,0.0793,-2.946,1,0.0651,109.953,4,0.326
3799,0.567,0.63,238000,0.6,2L7E2IsUbGiGqT9aSehkID,0.0,11,0.0988,-7.433,1,0.383,136.0,4,0.731
3800,0.665,0.605,172907,0.395,2l8VGEjW1WX7DoAm7tKwdu,0.0,5,0.0994,-9.812,1,0.0421,129.912,4,0.729
3801,0.00192,0.576,177413,0.808,2l98ANVveepjqXIWaIoCDW,0.0126,8,0.227,-3.376,1,0.0369,130.074,4,0.373
3802,0.919,0.478,135760,0.201,2L9QLAhrvtP4EYg1lY0Tnw,0.0,7,0.0854,-16.768,1,0.0332,136.471,4,0.857
