,Acousticness,Danceability,Duration_ms,Energy,ID,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time_Signature,Valence
6562,0.0111,0.693,227960,0.547,4gFXY5yvHayGckJndafYQE,0.0,1,0.0677,-8.127,1,0.114,80.028,4,0.612
6563,0.344,0.639,237923,0.855,4GFYhFM3OfFjyt1U0DaCVT,3.63e-06,7,0.1,-6.214,1,0.365,139.851,4,0.59
6564,0.0157,0.726,256387,0.907,4Gg7js0Xz6yvnTc3QkWkTu,2.47e-05,4,0.0339,-5.604,1,0.0377,113.45,4,0.784
6565,0.0451,0.601,199640,0.905,4ggbSF8UUSSO0wM5SockJ2,0.000672,0,0.0889,-4.007,0,0.0614,120.012,4,0.75
6566,0.0186,0.444,224293,0.821,4gHDOASpAaGG9eitQZP1bQ,3.09e-06,10,0.182,-5.91,1,0.0416,151.948,4,0.452
6567,0.000601,0.651,201440,0.667,4gipAzWetrklPX9RlJWO61,0.00184,8,0.0773,-5.24,1,0.054,159.937,4,0.374
6568,0.0375,0.651,221569,0.766,4GJAd1nBylAEbw1dZDVzEQ,0.000879,5,0.0942,-5.526,1,0.0301,97.926,4,0.199
6569,0.0575,0.81,201067,0.52,4gjt18BzZ6d5efeKRB9PXt,0.0,7,0.0879,-7.3,1,0.0793,130.088,4,0.142
6570,0.337,0.635,306840,0.784,4Gkd4msFAFTiDxFZcg9r8i,0.917,7,0.152,-7.718,0,0.0312,95.011,4,0.31
6571,0.0678,0.767,347347,0.787,4gKfuzqb1o1uAXr2xCMSQ7,0.00509,2,0.43,-8.28,1,0.0566,121.102,4,0.839
6572,0.00129,0.525,242341,0.984,4GKs3lFjiy6emX9GWmTWVE,0.000193,8,0.185,-4.83,0,0.206,130.085,4,0.206
6573,0.136,0.906,235040,0.444,4gmmRb6bZJffOOiww1JGTO,6.44e-05,4,0.173,-8.692,0,0.384,140.063,4,0.678
6574,0.103,0.776,339000,0.795,4GMO1kuFmcuD0tSPPi1cpo,0.584,4,0.108,-7.548,1,0.162,103.41,4,0.45
6575,0.574,0.695,294920,0.428,4GND1yr8T07aqmM0dEVJdg,0.281,11,0.164,-8.456,1,0.0336,131.004,4,0.49
6576,0.374,0.625,194733,0.6,4gnZPWL9c1ZunZuqc8Asbu,0.0248,1,0.151,-7.75,1,0.0291,85.959,4,0.18
6577,0.756,0.697,283267,0.229,4GP2Idcs08NqAjfEV0rsl6,0.0,6,0.159,-17.691,1,0.866,134.208,4,0.657
6578,0.652,0.494,264640,0.437,4gP5YfOM4qgnnWtJLxNCww,6.5e-05,4,0.104,-9.21,1,0.0295,131.967,4,0.179
6579,0.0255,0.638,206945,0.98,4Gq7MQyUxW3C7iGWooMffP,0.000182,7,0.171,-4.149,1,0.171,163.932,4,0.219
6580,0.116,0.603,209933,0.55,4gqMQftUs22F8pOGVn5Acr,0.0,9,0.106,-4.862,0,0.0397,132.858,4,0.265
6581,0.017,0.929,237231,0.572,4gRAniZdYF2zVrDUsNC9tU,0.00353,6,0.122,-6.928,0,0.0506,128.014,4,0.288
6582,0.191,0.624,269720,0.554,4gs07VlJST4bdxGbBsXVue,0.00131,2,0.299,-8.113,1,0.0225,97.031,4,0.311
6583,0.021,0.516,314680,0.692,4GSW6CV5SS2gvfeQ9nv4Rm,0.0805,8,0.33,-4.938,0,0.0616,168.084,4,0.533
6584,0.814,0.516,271733,0.546,4gT3mNJA8lnlkYFqGZ8IA2,4.5e-06,5,0.0995,-9.105,1,0.249,78.267,4,0.515
6585,0.0104,0.566,250628,0.878,4GUuAnl6UHJ3NJdw402woI,6.25e-06,1,0.238,-5.033,1,0.406,167.819,4,0.395
6586,0.219,0.46,192993,0.498,4GUXTRTjQ4voLzwLw9qbPx,0.00329,5,0.099,-6.312,1,0.0282,76.902,4,0.154
6587,0.0287,0.677,198720,0.623,4GvhvCrqxhpyMBUzwdDC0T,8.88e-05,2,0.147,-7.544,1,0.193,157.011,4,0.512
6588,0.0118,0.814,173077,0.951,4gwF1NiLbZl2uKJDS3AX9O,0.0,11,0.628,-1.981,1,0.0715,104.003,4,0.264
6589,0.0418,0.79,274910,0.762,4gxGt5OtqiZwUjI1AbsByk,0.0,6,0.087,-5.704,0,0.243,75.549,4,0.96
6590,0.0952,0.953,172905,0.482,4GXM7RnKwrWwDuM8KCb1Gp,0.0,4,0.0913,-11.678,0,0.168,122.138,4,0.758
6591,0.167,0.646,189518,0.644,4gXpT8PC0oGzO8HXuYYvNF,0.0111,6,0.0843,-9.504,0,0.0365,109.699,4,0.642
6592,0.829,0.49,158938,0.655,4GyhoQHj94hFdKIixRNhEQ,0.487,2,0.113,-13.344,0,0.0928,191.473,4,0.338
6593,0.00306,0.62,187453,0.361,4h04HOkCsIPfFu1uwwjQWU,0.372,1,0.088,-12.106,0,0.0999,81.996,4,0.396
6594,0.746,0.542,234937,0.541,4h0Sl6e9AE421W3K6EGsRJ,0.0,0,0.0984,-8.437,0,0.049,120.2,4,0.117
6595,0.00978,0.857,228000,0.434,4h13VSHUOgHFmyQdvwxtgo,0.709,5,0.0873,-11.15,0,0.0967,119.992,4,0.553
6596,0.0707,0.628,219813,0.57,4h2tsEvwk25eHrE7hJlnqB,0.0,6,0.182,-7.99,1,0.0375,96.129,4,0.369
6597,0.305,0.676,192990,0.856,4h3SqMd5F16XJVdGp5fsZG,0.0,1,0.0955,-4.609,0,0.134,133.847,4,0.455
6598,0.013,0.601,198653,0.969,4H4NV1oa5ZolOBAQHm8e7Y,0.0,8,0.257,-1.823,1,0.186,135.298,4,0.708
6599,0.738,0.566,198160,0.296,4h6ViRoztTBpWcJ1zFT9Zg,0.0,11,0.054,-8.615,1,0.273,79.888,3,0.505
6600,0.56,0.464,201853,0.452,4h6YdfAtGaYzNa8Asycyuk,0.0,0,0.121,-8.359,1,0.0497,139.417,4,0.139
6601,0.414,0.479,204427,0.468,4H7WNRErSbONkM06blBoGc,0.0,5,0.148,-5.396,1,0.0274,85.913,4,0.35
6602,0.000502,0.523,183722,0.933,4h8Eo8YuHropo5SYRSBWEe,0.105,4,0.081,-5.208,1,0.0366,106.005,1,0.726
6603,0.77,0.714,171040,0.62,4H8p5SlXFOb17x7p2koAM5,0.0,2,0.142,-2.742,1,0.0283,126.049,4,0.51
6604,0.00346,0.518,247427,0.784,4h8VwCb1MTGoLKueQ1WgbD,0.00187,2,0.171,-5.659,1,0.0524,124.102,4,0.588
6605,0.147,0.542,231360,0.721,4h90qkbnW1Qq6pBhoPvwko,0.0,1,0.348,-5.136,0,0.0625,149.831,4,0.623
6606,2.23e-05,0.35,180096,0.961,4h9uSVP5TLMgfIushabPE2,0.000109,1,0.371,-2.045,0,0.176,114.157,4,0.22
6607,0.000706,0.477,222253,0.965,4HakXl0YEkuz7PIQtRIth3,1.03e-06,10,0.301,-3.245,0,0.155,110.015,4,0.584
6608,0.0495,0.605,212727,0.885,4HaTbFvIyeinaV6koLK3L4,0.0,10,0.149,-4.272,0,0.08,87.935,4,0.643
6609,0.017,0.619,169158,0.735,4hBcYYxffKQJXKEXzRC7ou,1.78e-06,7,0.388,-3.952,1,0.0445,119.985,4,0.668
6610,0.0553,0.66,157643,0.775,4HbiCvH1R7mVOJ7KY7JQBD,0.0,2,0.129,-4.926,1,0.172,157.036,4,0.635
6611,0.358,0.547,233640,0.475,4hBP52kkuHWfdVJ2a1o2aK,0.0,0,0.198,-10.77,0,0.183,99.464,4,0.357
6612,0.125,0.54,179027,0.703,4hCuE7sLvPBRHXFQar1dgm,0.0,7,0.14,-8.283,1,0.177,160.164,4,0.627
6613,0.424,0.474,178920,0.609,4hcvXhOVGCp0AS053JPnqG,2.4e-05,8,0.177,-7.731,0,0.24,119.87,5,0.243
6614,0.0732,0.838,260312,0.599,4hDpet00tq0y5K1kkbAAPs,0.0,9,0.107,-7.68,1,0.3,127.962,4,0.648
6615,0.0895,0.577,214253,0.488,4hEbkVAl2qRs8vZy03tsDi,1.1e-05,11,0.103,-8.252,1,0.418,108.238,5,0.115
6616,0.727,0.512,120693,0.339,4HEOgBHRCExyYVeTyrXsnL,0.0,8,0.0977,-13.119,1,0.0498,174.609,4,0.951
6617,0.00243,0.59,369282,0.668,4Hey8K1AlkK0ULRLaX8hrt,0.16,9,0.198,-7.951,1,0.0261,109.931,4,0.104
6618,0.123,0.624,187973,0.803,4Hf7WnR761jpxPr5D46Bcd,0.0,10,0.114,-4.105,0,0.246,166.018,4,0.821
6619,0.00957,0.953,116847,0.38,4HfaOznGhHYWqPtpLYz2PB,0.0,8,0.127,-4.941,1,0.261,133.941,4,0.128
6620,0.0106,0.795,201547,0.888,4hFqC4g2VvVSY8XQNR0HAQ,5.35e-06,7,0.943,-6.845,1,0.0597,130.057,4,0.853
6621,0.0353,0.684,224373,0.721,4hFwCy9RKzj3X0eWnHvcWj,0.0015,10,0.126,-6.565,0,0.0658,124.872,4,0.458
6622,0.0484,0.698,276103,0.457,4hfz8hMdPEJuRNjxIQZZgL,2.69e-06,5,0.0938,-7.606,1,0.0264,79.994,4,0.331
6623,0.477,0.775,247893,0.482,4HG1YiGBseVKzjyKcmAJen,0.0456,1,0.11,-11.269,1,0.0357,136.016,4,0.134
6624,0.0463,0.88,212653,0.48,4Hg78x2saZPrbUin5CFIJt,0.0142,0,0.321,-11.466,1,0.0966,122.99,4,0.845
6625,0.0691,0.683,307906,0.684,4hgbz1Hzwpu0zQjcDiZfHa,0.0,11,0.124,-4.522,0,0.0643,140.373,4,0.905
6626,0.124,0.729,134069,0.576,4HGMYJmdGGMvZjREnvxKE3,0.0,8,0.16,-5.762,1,0.135,144.935,4,0.327
6627,0.00501,0.697,265467,0.664,4hGZxsGcFnuCJXn25EWj5j,0.0,10,0.304,-7.148,1,0.0626,104.979,3,0.566
6628,0.0333,0.745,228240,0.913,4hHd6F602hW4OoFu94Eye0,0.0,0,0.124,-3.677,1,0.186,130.858,4,0.679
6629,0.0226,0.371,240120,0.86,4HHIVS7mHAXqXVebo3k5Um,0.0,11,0.316,-3.263,0,0.0464,137.405,4,0.376
6630,0.176,0.419,211573,0.789,4hHpf4AuRjKvNtcTCwqx3K,0.00316,3,0.184,-4.225,1,0.0512,95.251,4,0.443
6631,0.786,0.717,210861,0.76,4hiNSVDrVkcrd0BrOME3HX,0.000188,9,0.107,-4.892,1,0.164,106.32,4,0.669
6632,0.0872,0.949,212432,0.508,4HiryJmwSwizCo4l2N7PpE,1.68e-06,0,0.0851,-5.939,1,0.197,121.965,4,0.325
6633,0.00981,0.629,183710,0.764,4hiUYb2nb6NlfTP9CD38Pe,0.0,7,0.221,-4.023,1,0.036,123.972,4,0.577
6634,0.0219,0.319,101987,0.751,4HJ4L8hpX9YjTwipKTYwaW,0.151,11,0.515,-2.801,1,0.0619,69.79,4,0.474
6635,0.52,0.513,184760,0.661,4hj8NkKvz6wvbXj5IrdikW,0.0,6,0.0833,-6.518,0,0.4,177.988,4,0.619
6636,0.247,0.626,238093,0.607,4HjtHraeKy5wA4DA9o92HZ,1.56e-06,5,0.393,-5.139,1,0.0409,120.04,4,0.339
6637,0.0593,0.78,211013,0.669,4HkjO6S6yYJr8uyFLBZyEf,3.3e-05,10,0.104,-6.159,0,0.0863,100.045,4,0.625
6638,0.393,0.874,203630,0.487,4hKWUzhQWsOkgT6LnDEASe,2.96e-05,2,0.0524,-8.154,1,0.0641,144.956,4,0.746
6639,0.226,0.638,212480,0.847,4HMNnAMODzVR2Hti9z98OA,0.0,5,0.269,-3.932,0,0.0392,100.024,4,0.543
6640,0.88,0.675,294400,0.166,4hObp5bmIJ3PP3cKA9K9GY,7.14e-05,11,0.0461,-22.602,1,0.171,68.837,4,0.747
6641,0.148,0.698,214554,0.514,4Hp5A5oqVKm4mxNiSubYxP,0.0888,0,0.101,-10.325,1,0.0663,75.989,4,0.63
6642,0.00387,0.523,330760,0.833,4hq17pF8HvRG9NtmWET4FF,0.000339,7,0.0841,-4.374,0,0.0405,115.975,4,0.482
6643,0.537,0.823,164411,0.438,4Hq1q82uvzNxUYmgBOxPco,0.0,9,0.105,-8.728,0,0.279,92.047,4,0.59
6644,0.0945,0.601,207905,0.724,4hQ6UGyWQIGJmHSo0J88JW,1.68e-06,6,0.12,-4.856,1,0.0486,102.061,4,0.508
6645,0.0101,0.787,203413,0.522,4hQgwqC6l210S9DgcEueM9,0.00814,1,0.11,-6.88,1,0.0483,115.017,4,0.499
6646,0.6,0.249,219907,0.408,4hQMx3YltMajYJpJ3PLGgn,0.0,9,0.0814,-7.17,1,0.035,71.571,5,0.157
6647,0.00183,0.611,174920,0.948,4HRa9ZWcmZ8JD7UySPu0wT,0.0995,1,0.0969,-3.751,0,0.0753,133.004,4,0.79
6648,0.638,0.598,279503,0.939,4hrm9TUS7Czs1ohfABiVR9,0.0,7,0.377,-3.881,0,0.342,170.184,4,0.383
6649,0.036,0.674,188166,0.53,4hS14RwcNzMrO9QZ76mVII,0.0,0,0.212,-7.54,1,0.347,179.892,4,0.639
6650,0.0177,0.514,221933,0.974,4Hs5Fu5fHNPwHvKAiUXotu,0.0269,10,0.373,-5.686,1,0.104,160.046,4,0.359
6651,0.0207,0.725,383888,0.77,4hsFMhS4MGhoipSq3tPZmG,0.861,5,0.0449,-6.775,0,0.0611,128.017,4,0.788
6652,0.000819,0.743,348760,0.954,4HsK6cGVgJuXeZCaI91PSW,0.0522,8,0.0519,-3.373,1,0.099,127.963,4,0.335
6653,0.541,0.435,168360,0.812,4hszow3YBRAbGGA0WbbR6r,0.719,0,0.0455,-3.711,1,0.0381,95.546,4,0.508
6654,0.000811,0.373,183773,0.937,4HUqrGAZ5f0gHRor7z9BFc,6.37e-05,11,0.815,-2.133,0,0.0834,150.242,4,0.46
6655,0.0224,0.517,177800,0.955,4hUR3thIs01mQUtVmZFJ8F,0.0,10,0.364,-1.848,0,0.167,132.951,4,0.61
6656,0.00277,0.495,191173,0.763,4huZVslZTxUS5fkFtd0lDJ,0.378,5,0.0619,-3.943,1,0.0298,144.007,4,0.37
6657,0.391,0.693,173947,0.464,4HW5kSQ8M2IQWZhSxERvla,0.0,0,0.157,-7.912,0,0.224,78.1,4,0.868
6658,0.632,0.652,130027,0.275,4hXAK3mjFVFOOiJQ3rKAXi,0.0,0,0.287,-12.767,1,0.0475,153.251,4,0.774
6659,0.0311,0.885,195992,0.543,4hXDobvUaXyDFLnmecoY0z,0.0,2,0.154,-6.338,1,0.2,99.026,4,0.43
6660,0.354,0.423,196947,0.407,4HxMlTad99wVCGUoD6OQj0,1.08e-05,4,0.116,-8.986,1,0.0324,140.304,4,0.349
6661,1.62e-05,0.48,300827,0.875,4hy4fb5D1KL50b3sng9cjw,0.000751,1,0.103,-5.898,1,0.0429,116.754,4,0.826
6662,0.0588,0.795,190347,0.7,4HYNtH7n3TrbbtRa94sA0K,0.0,6,0.0977,-5.221,0,0.107,120.002,4,0.798
6663,3.7e-06,0.199,250307,0.973,4i17rorZwJxtTovWZnHKEk,0.255,3,0.252,-7.069,0,0.0902,126.983,4,0.236
6664,0.0682,0.785,144536,0.864,4I2Asr8QXhpF7lhizSEnwW,1.42e-06,11,0.282,-2.448,1,0.0527,164.119,4,0.684
6665,0.0901,0.373,197733,0.418,4I39irD0xSyfRA099AsWow,0.0,1,0.0918,-6.316,1,0.0533,95.557,3,0.117
6666,0.21,0.41,215573,0.718,4i8ObH2xPP4DSNniUJlgar,0.0,3,0.079,-6.295,0,0.126,94.332,4,0.57
6667,0.378,0.604,270918,0.887,4iacGlbvEi6JsH3EmMQVwf,0.0,8,0.133,-5.898,0,0.677,99.868,3,0.63
6668,0.723,0.725,217400,0.57,4iaPzRl9XegHsNdZfuHWFD,0.0,4,0.085,-4.06,1,0.106,146.233,4,0.238
6669,0.0243,0.81,79360,0.754,4Iau0VWq9mgqQhtcJbsV2h,0.0,5,0.255,-6.138,0,0.302,148.091,4,0.68
6670,0.0965,0.74,286280,0.622,4IAVIBh9jbYN30DwpHFMD4,0.0,1,0.099,-6.297,1,0.203,148.04,4,0.393
6671,0.036,0.474,228267,0.94,4Ib2PA6bo4RU6GGd6kbRsz,0.00611,4,0.0867,-2.684,0,0.0591,179.958,4,0.74
6672,0.041,0.691,218384,0.931,4IcdqpHrf0ZcAh61fRAJ6N,0.0,7,0.319,-3.497,1,0.0494,92.038,4,0.727
6673,0.291,0.673,206497,0.855,4iCJFRTRsFlj4UWoEd7bS9,0.0,11,0.124,-4.528,0,0.0846,179.984,4,0.96
6674,0.36,0.883,185132,0.583,4IcwdrlHrNF7IxMMMloEBh,0.0,7,0.15,-7.55,0,0.234,125.898,4,0.533
6675,0.534,0.468,220009,0.323,4Id59B6VCkhnbMJVae1uAp,0.0,3,0.0981,-13.461,1,0.0317,185.044,3,0.392
6676,0.205,0.652,134747,0.663,4IdAIZRVkwuQQnHpi529cn,0.0,11,0.105,-7.78,1,0.326,114.133,4,0.377
6677,0.918,0.741,130267,0.326,4IdXngKo4g5exqZ0fQTecu,0.0,2,0.0658,-12.045,1,0.0395,120.992,4,0.751
6678,0.0211,0.763,267427,0.468,4iEpZuwhEuoilKaZjXQPbF,0.0,2,0.26,-8.476,1,0.278,131.004,4,0.351
6679,0.0381,0.728,235807,0.675,4iFTKFNULHYkZA4N9Oc8JV,5.15e-05,8,0.559,-11.555,0,0.149,97.984,4,0.711
6680,0.000878,0.223,312310,0.938,4IgWyUK9Y7lnWBocThbVRB,0.0,10,0.118,-3.22,0,0.088,92.536,4,0.19
6681,0.0287,0.613,204664,0.681,4IIUaKqGMElZ3rGtuvYlNc,0.0,8,0.126,-3.089,1,0.0778,97.621,4,0.619
6682,0.000878,0.617,146787,0.85,4iJeg8qHRVEOyZ4KEa8Rgb,0.0,4,0.159,-6.278,1,0.11,87.028,4,0.744
6683,0.178,0.824,314880,0.791,4iKt58frLc0KYck7X8cA3F,0.00087,5,0.137,-4.589,0,0.255,124.981,4,0.669
6684,0.266,0.73,273319,0.944,4ila6GeGBPGmJTGRoHOV5E,0.00443,3,0.0354,-3.48,0,0.164,113.309,3,0.657
6685,0.0969,0.774,211475,0.626,4iLqG9SeJSnt0cSPICSjxv,3.12e-05,3,0.0848,-4.432,0,0.0432,100.041,4,0.777
6686,0.105,0.341,334907,0.662,4Im33JWLEobPtMTTAw7GUF,0.0,9,0.113,-5.023,0,0.0335,174.875,4,0.2
6687,0.272,0.726,208696,0.768,4imb1WyAH4mnE5o7kwW2R4,0.000288,5,0.103,-4.864,0,0.0403,137.927,4,0.433
6688,0.279,0.731,207273,0.839,4imhwGrJPf1QHRvobWzaam,1.91e-05,9,0.0583,-5.494,1,0.0957,109.999,4,0.35
6689,0.373,0.683,190027,0.437,4imKIkVUzP2Qmf4QeMGrPQ,0.0,11,0.102,-9.867,0,0.14,116.919,4,0.198
6690,0.0114,0.635,228818,0.581,4IN5Fk95A27PoK29O5r2o8,0.000911,5,0.0923,-5.481,0,0.0335,104.987,4,0.297
6691,0.284,0.472,211773,0.86,4IO2X2YoXoUMv0M2rwomLC,0.0,4,0.83,-3.967,0,0.0451,144.073,4,0.366
6692,0.112,0.438,205453,0.403,4Io3yZB2oI5KrGLP1REVG1,0.0,3,0.132,-8.572,1,0.0258,84.787,4,0.458
6693,0.000322,0.511,362839,0.718,4iQ5gmTAzWfK8JyFC2LBox,0.0,11,0.111,-6.293,0,0.404,166.42,4,0.267
6694,0.0335,0.716,190172,0.736,4iqroWSTElC2W5hVHgJGLD,0.0,0,0.0623,-6.279,1,0.0696,173.896,4,0.656
6695,0.123,0.684,187533,0.566,4IUHilW22vLDSWvVArQ7gZ,0.0,4,0.122,-6.971,0,0.0442,71.009,4,0.184
6696,0.374,0.667,228560,0.706,4Iv8YSSJfM4LE66TZNGpbX,0.0,4,0.297,-6.259,1,0.0428,80.014,4,0.836
6697,0.0386,0.65,289560,0.429,4IvenHmD0spfFDOKphoUDp,0.0,2,0.139,-13.071,1,0.192,141.855,4,0.333
6698,6.15e-05,0.443,312382,0.934,4IvWcj0ZS0nGZKuykTPolm,0.00404,2,0.129,-5.766,1,0.0853,76.011,4,0.228
6699,0.0429,0.675,201240,0.649,4IWAyPf1KMq7JCyGeCjTeH,0.0,1,0.128,-4.953,1,0.0315,134.955,4,0.537
6700,0.106,0.681,175203,0.701,4IWGnyOHDrVZEtPWfs4s7q,0.0,9,0.208,-6.336,1,0.0767,139.952,4,0.398
6701,0.0801,0.686,179995,0.622,4iwOYAVxF7vOsAVuqowJ2A,0.0,8,0.133,-5.644,1,0.162,84.998,4,0.546
6702,0.0112,0.299,377600,0.886,4iX8iYTbkR3pHg0kfxHG4c,0.0469,11,0.381,-14.021,0,0.0841,95.588,4,0.176
6703,0.138,0.772,233893,0.459,4iyH6JZBZjk3htdJdZ6r51,3.89e-05,8,0.105,-6.816,0,0.335,78.019,4,0.537
6704,0.453,0.812,220000,0.398,4IYmJKwEsFTwQUdzsWSiv1,5.4e-06,9,0.12,-9.832,0,0.105,119.955,4,0.189
6705,0.532,0.455,189373,0.487,4IyN7o0glm8gXgvEvT6oiZ,0.0,8,0.155,-7.393,1,0.0282,152.408,4,0.341
6706,0.0603,0.656,271134,0.816,4IYnTLWG9mP1MNeFNjZm7T,1.82e-05,7,0.0322,-4.172,1,0.115,80.005,4,0.524
6707,0.138,0.568,254200,0.619,4iYRa2btalAzPZoSYfROqF,1.67e-06,1,0.11,-6.899,1,0.414,170.115,4,0.293
6708,0.23,0.817,177188,0.517,4iZC3zbvagtT4UbvuwH7fQ,0.0,1,0.315,-9.613,1,0.113,145.026,4,0.541
6709,0.0476,0.673,201601,0.671,4izg6Hydc6XGErWW6nbdsV,0.0,1,0.107,-4.998,1,0.0302,134.942,4,0.523
6710,0.456,0.327,237285,0.348,4izMOshSBK4MYWRYwii4OJ,1.43e-05,7,0.111,-11.587,1,0.0413,149.633,4,0.198
6711,0.329,0.857,199440,0.804,4izojuv74giClOWq64Ff4l,0.0,2,0.088,-4.005,1,0.0623,121.972,4,0.967
6712,0.755,0.335,219429,0.284,4J2AzqSz0uwgy0dPo6qdLC,0.0,9,0.249,-10.959,1,0.0296,138.805,4,0.267
6713,0.154,0.686,184905,0.694,4j30n3zuJQJ5qGA6rSTaST,0.0,6,0.193,-6.213,0,0.193,146.01,4,0.441
6714,0.0129,0.76,213600,0.579,4j3GWI86JvSaF0BLdmgcfF,0.00351,0,0.106,-7.374,1,0.0569,100.01,4,0.125
6715,0.000323,0.829,483742,0.873,4j3rTxafRqG2uukR7g59EF,0.584,7,0.316,-7.199,0,0.098,128.008,4,0.152
6716,0.424,0.699,187817,0.648,4J418CSw9Vee7jlGtfPnV8,0.12,3,0.0946,-6.646,0,0.0969,91.984,4,0.362
6717,0.129,0.499,239835,0.638,4J4zx8xGJpuGndrVc06KaT,0.0,0,0.631,-6.145,1,0.0438,89.98,4,0.253
6718,0.00101,0.736,258387,0.68,4J8WVHRtXM6SMgsF7qohXy,0.897,4,0.0922,-7.036,0,0.0361,120.995,4,0.0802
6719,0.287,0.338,190928,0.399,4jaiounlhJY1Vd0Vt6lrpB,0.0,0,0.323,-10.11,1,0.0378,169.742,4,0.327
6720,4.64e-05,0.565,222987,0.949,4JaJuGSfhcA7kavdgS3yn6,1.07e-05,1,0.0822,-6.113,1,0.0664,125.034,4,0.615
6721,0.0145,0.534,254556,0.77,4JAX1qhCBGkO1IM9woosbZ,8.74e-06,1,0.279,-6.324,0,0.0549,144.04,4,0.41
6722,0.0152,0.699,186175,0.614,4JAyIDXOqNM6qHuZML01uX,5.22e-06,2,0.0734,-4.57,1,0.0521,122.99,4,0.275
6723,0.126,0.87,263983,0.571,4jB8tS25Afh6aXC5w2MbXQ,0.0,1,0.0785,-7.297,0,0.19,131.073,4,0.159
6724,0.407,0.595,184293,0.648,4JBJXM9fkiHNJXaTvtx2Bz,0.0,9,0.276,-6.234,1,0.029,103.451,3,0.632
6725,0.128,0.574,300107,0.629,4jDmJ51x1o9NZB5Nxxc7gY,0.0,2,0.271,-8.815,0,0.0363,153.119,4,0.786
6726,0.0121,0.789,157413,0.831,4JEtApQZqOC1oWI1zetnBj,0.0,10,0.123,-2.287,0,0.0823,180.077,4,0.48
6727,0.255,0.53,269973,0.622,4jFt5aoh7VQQ9gsEaDkBQD,0.038,9,0.101,-11.613,0,0.0327,134.341,4,0.686
6728,0.165,0.762,256973,0.916,4jGvv0UNnfvoOQeuZKNI2T,0.0,11,0.176,-4.05,1,0.227,123.888,4,0.623
6729,0.676,0.646,186947,0.712,4jhHPfXqaLqg8bq0jixV8q,0.0,2,0.112,-4.368,1,0.0968,91.968,4,0.939
6730,0.0435,0.582,176867,0.462,4ji8LGXhGlOdgiNy6X0Uzq,0.919,3,0.133,-14.441,0,0.0321,119.01,4,0.267
6731,0.156,0.524,351400,0.472,4JJ5zGKnb1IpERyBrfmb1y,4.51e-06,5,0.29,-8.018,1,0.0256,138.39,4,0.116
6732,0.0101,0.374,265373,0.818,4jJAUo8B3NTukG5FBcfQ10,0.957,5,0.0914,-6.209,1,0.0455,111.011,4,0.173
6733,0.0353,0.925,202213,0.736,4JjerUTEnRGocSRT74VsaH,0.000156,1,0.0966,-6.263,1,0.132,147.013,4,0.493
6734,0.0241,0.321,329333,0.849,4JjisloHagVb5vaa9Vsp5t,0.701,8,0.0955,-10.148,1,0.117,173.836,5,0.368
6735,0.364,0.692,512000,0.856,4JjQPwb0MnDsO5wIvxlvNi,0.867,9,0.0641,-9.495,1,0.0407,134.972,4,0.274
6736,0.499,0.87,108078,0.146,4JLI9AgtAXutJvjlXgZBoR,0.941,8,0.105,-11.877,0,0.22,80.087,4,0.889
6737,0.0176,0.79,159522,0.373,4jltAtO3VR07DSKHP30zKa,0.0,1,0.103,-10.05,1,0.143,122.969,4,0.241
6738,0.906,0.333,165160,0.114,4jNQkWhuzqrbqQuqanFFJ6,0.96,9,0.119,-21.255,1,0.0453,141.839,4,0.0566
6739,0.254,0.557,230973,0.511,4JO0t0tFpb39SiZUnEmXjK,0.0,8,0.099,-6.788,1,0.0291,156.042,4,0.602
6740,0.017,0.491,198720,0.693,4jp5n7GXePXOTFOM87O8OB,5.49e-05,10,0.0708,-6.163,0,0.0478,126.034,4,0.188
6741,0.887,0.342,248175,0.0983,4jPfq0Nbmrx5AoRhc7K3sf,0.674,0,0.136,-19.383,0,0.0385,139.83,4,0.0491
6742,0.0352,0.756,225737,0.594,4jPPK0bAYawEKXVQskRU9U,0.0,0,0.0715,-5.653,0,0.0591,123.967,4,0.712
6743,0.00297,0.753,202031,0.775,4jpU6zDVX7KS2w9A7t9vGZ,0.0,4,0.0488,-5.642,0,0.16,166.155,4,0.572
6744,0.401,0.558,206289,0.697,4jQyY5sFJDwYdMpXjNtMdB,0.0,9,0.366,-5.584,1,0.0389,141.95,4,0.416
6745,0.0221,0.578,242960,0.618,4JsviKHPe6Rm3O62RdxEZL,0.0,1,0.232,-4.213,1,0.115,118.818,3,0.588
6746,0.16,0.588,221533,0.589,4JTbXALrXVYabZKZ9gr8M7,9.01e-06,4,0.418,-7.22,1,0.0397,129.873,4,0.223
6747,0.763,0.707,275227,0.709,4jtyUzZm9WLc2AdaJ1dso7,0.0,11,0.274,-3.979,0,0.34,89.094,4,0.501
6748,0.0175,0.669,196400,0.574,4jvjzW7Hm0yK4LvvE0Paz9,0.00294,4,0.146,-6.442,0,0.0286,120.013,4,0.273
6749,0.0299,0.631,176880,0.715,4JWQC6gyYoPRnxRxk0ta2M,0.0,1,0.121,-6.083,0,0.0277,135.826,4,0.42
6750,0.0496,0.639,201661,0.803,4JwSPAKoE7og8I044fOqcD,0.000832,6,0.478,-4.288,0,0.0524,135.074,4,0.544
6751,0.558,0.671,158555,0.557,4JxvECbZ3Oes1eUrmhQNSH,0.0,11,0.101,-7.71,0,0.234,93.996,4,0.414
