,Position,Track Name,Artist,URL,date
37,38,PRIDE.,Kendrick Lamar,https://open.spotify.com/track/6IZvVAP7VPPnsGX6bvgkqg,2017-04-19
38,39,Pariah,Braxton Cook,https://open.spotify.com/track/4v2wSLp3jnH5Vjl6ns7lg1,2017-04-19
39,40,Under the Sea,D-METAL STARS,https://open.spotify.com/track/0F8nLktPi0SgOAmkmHHAEn,2017-04-19
40,41,Winaloto,Tommy Cash,https://open.spotify.com/track/3e91QYrWXIBXesEjrR3a7F,2017-04-19
41,42,Vanille fraise,L'Impératrice,https://open.spotify.com/track/7nZ9CzhiFRPhOQCn7eDSnn,2017-04-19
42,43,XXX. FEAT. U2.,Kendrick Lamar,https://open.spotify.com/track/4iYRa2btalAzPZoSYfROqF,2017-04-19
43,44,Lights Out,Royal Blood,https://open.spotify.com/track/3mkmTUcZtQxuKpyM44lGj6,2017-04-19
44,45,What's Your Question?,Harry's,https://open.spotify.com/track/5jKzkcOvJ8ftnwwswFYmcp,2017-04-19
45,46,Cnn,Tigo B,https://open.spotify.com/track/1mJMNjkAmMpYgYfNO3b8ER,2017-04-19
46,47,U R M' Pocket,UQiYO,https://open.spotify.com/track/5jPAxtiP7QtbO1r5IwP5m8,2017-04-19
47,48,FEAR.,Kendrick Lamar,https://open.spotify.com/track/23luOrEVHMfoX0AhfbQuS6,2017-04-19
48,49,Gajah,Gaeko,https://open.spotify.com/track/5waEV23FQgW7GSaL2tlk66,2017-04-19
49,50,Something Different,Why Don't We,https://open.spotify.com/track/354VADd8g3EwHZoLOVGou2,2017-04-19
0,1,Turn off the Lights,Ghost Nation,https://open.spotify.com/track/6l7xW5ExW24Tp50ooY5sbT,2017-04-20
1,2,Rivers and Roads (feat. Anchor North & Callan Buchanan),Drop Out Vegas,https://open.spotify.com/track/7quxToUJljj5ib2pBrOCvH,2017-04-20
2,3,Crying over You,Elle Olsun,https://open.spotify.com/track/4Ge1vVQgJIi1FVCQikEwYE,2017-04-20
3,4,Pleaser,Wallows,https://open.spotify.com/track/2TUobOYiSgR7XHBrFTQLZn,2017-04-20
4,5,We'll Be Fine,The Bright Road,https://open.spotify.com/track/5EU9Kz9Aa7gjrWDQ3mL1eO,2017-04-20
5,6,Care,Jeremy Shayne,https://open.spotify.com/track/3Gq2A7HDpvVQByqEUbYHlZ,2017-04-20
6,7,Surrender,Faky,https://open.spotify.com/track/4ntJKpmQMXltmJ4qJXiuvz,2017-04-20
7,8,Why Do I Still? (feat. May Angeles),Nieman,https://open.spotify.com/track/6BgfXqcFSNjZVzCHxn9gu2,2017-04-20
8,9,A都市の秋,Lamp,https://open.spotify.com/track/2BXqkdNexSZDk9tD6frccY,2017-04-20
9,10,Your Days,JOY,https://open.spotify.com/track/7ec9dwusE72QvPS0h4fL15,2017-04-20
10,11,DNA.,Kendrick Lamar,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,2017-04-20
11,12,I Got You,Chris Howland,https://open.spotify.com/track/28BhytLaKKJJPFvMg0s67w,2017-04-20
12,13,LOVE. FEAT. ZACARI.,Kendrick Lamar,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,2017-04-20
13,14,All I Can,My Body,https://open.spotify.com/track/0N3p7kmj7Jbotnw9MygAa4,2017-04-20
14,15,Baby,Anton Powers,https://open.spotify.com/track/5PmlrsujvBZV4YWlJB4jRk,2017-04-20
15,16,Love Like This,Recent Rumors,https://open.spotify.com/track/73B2fERoWO4NGbbRdryjuO,2017-04-20
16,17,Báilame,Nacho,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-04-20
17,18,"Distant Truth, Pt. 1",Household,https://open.spotify.com/track/0CH7KtUzfVM4W0KphGlXDr,2017-04-20
18,19,Badminton,Sweet Baboo,https://open.spotify.com/track/2fkzLI8IvgFypdeY2GN6Aq,2017-04-20
19,20,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n,2017-04-20
20,21,Bigger Better Stronger,Party in Backyard,https://open.spotify.com/track/3QBRe0RAGsK9TrfP14PSUT,2017-04-20
21,22,Cocaine Stars,The Lionyls,https://open.spotify.com/track/3FUADewon2FReMf0NtTTRv,2017-04-20
22,23,The Cure,Lady Gaga,https://open.spotify.com/track/51PIvodunv6NmX5250zxAh,2017-04-20
23,24,You're the One,Braxton Cook,https://open.spotify.com/track/2uMaucw4d5WsA0HguYCZFK,2017-04-20
24,25,I'll Pick You Up,Heir,https://open.spotify.com/track/5FI2OsC304blOzEF4WLtXC,2017-04-20
25,26,FJYD,Braxton Cook,https://open.spotify.com/track/3rEzkfIWwRjJEz1A6gSuDe,2017-04-20
26,27,Hymn (For Trayvon),Braxton Cook,https://open.spotify.com/track/0ypWJ3dKaja5EuujtbqKQq,2017-04-20
27,28,Aperture,Black & White,https://open.spotify.com/track/2PTtbz23NnXQ6EJluU7wES,2017-04-20
28,29,U R M' Pocket,UQiYO,https://open.spotify.com/track/5jPAxtiP7QtbO1r5IwP5m8,2017-04-20
29,30,Cocaine Fantasy,RAJAN,https://open.spotify.com/track/5iKHzC6ODyWH38CRalLHJ7,2017-04-20
30,31,Closer,Kyle Neal,https://open.spotify.com/track/67tTXPmuxANqpiMXxseQey,2017-04-20
31,32,HUMBLE.,Kendrick Lamar,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,2017-04-20
32,33,Waste,Samsin,https://open.spotify.com/track/0rPmc8YiOucLXd7v9a9yxb,2017-04-20
33,34,In My World,Lindsey Buckingham,https://open.spotify.com/track/3y2sJv21DODbxoCt70IL3p,2017-04-20
34,35,Unspecified Bird Calls,Grayson Erhard,https://open.spotify.com/track/6Jl9PxWmGOoSxOBWa00Z0q,2017-04-20
35,36,Sign of the Times,Harry Styles,https://open.spotify.com/track/5ELRkzdzz0HvGpMDlfZHkV,2017-04-20
36,37,Cnn,Tigo B,https://open.spotify.com/track/1mJMNjkAmMpYgYfNO3b8ER,2017-04-20
37,38,Pariah,Braxton Cook,https://open.spotify.com/track/4v2wSLp3jnH5Vjl6ns7lg1,2017-04-20
38,39,Fuck Donald Trump,Tamu,https://open.spotify.com/track/4hj8NkKvz6wvbXj5IrdikW,2017-04-20
39,40,PRIDE.,Kendrick Lamar,https://open.spotify.com/track/6IZvVAP7VPPnsGX6bvgkqg,2017-04-20
40,41,DeDeDe,tricot,https://open.spotify.com/track/4B1lbDfFMTW2O4vO16oiDF,2017-04-20
41,42,Winaloto,Tommy Cash,https://open.spotify.com/track/3e91QYrWXIBXesEjrR3a7F,2017-04-20
42,43,Vanille fraise,L'Impératrice,https://open.spotify.com/track/7nZ9CzhiFRPhOQCn7eDSnn,2017-04-20
43,44,XXX. FEAT. U2.,Kendrick Lamar,https://open.spotify.com/track/4iYRa2btalAzPZoSYfROqF,2017-04-20
44,45,ELEMENT.,Kendrick Lamar,https://open.spotify.com/track/1EaKU4dMbesXXd3BrLCtYG,2017-04-20
45,46,Under the Sea,D-METAL STARS,https://open.spotify.com/track/0F8nLktPi0SgOAmkmHHAEn,2017-04-20
46,47,Lights Out,Royal Blood,https://open.spotify.com/track/3mkmTUcZtQxuKpyM44lGj6,2017-04-20
47,48,YAH.,Kendrick Lamar,https://open.spotify.com/track/4BHSjbYylfOH5WAGusDyni,2017-04-20
48,49,Gajah,Gaeko,https://open.spotify.com/track/5waEV23FQgW7GSaL2tlk66,2017-04-20
49,50,Something Different,Why Don't We,https://open.spotify.com/track/354VADd8g3EwHZoLOVGou2,2017-04-20
0,1,Turn off the Lights,Ghost Nation,https://open.spotify.com/track/6l7xW5ExW24Tp50ooY5sbT,2017-04-21
1,2,Rivers and Roads (feat. Anchor North & Callan Buchanan),Drop Out Vegas,https://open.spotify.com/track/7quxToUJljj5ib2pBrOCvH,2017-04-21
2,3,Crying over You,Elle Olsun,https://open.spotify.com/track/4Ge1vVQgJIi1FVCQikEwYE,2017-04-21
3,4,Pleaser,Wallows,https://open.spotify.com/track/2TUobOYiSgR7XHBrFTQLZn,2017-04-21
4,5,The Other Side (The Duet),Mylene Cruz (Herizen Guardiola),https://open.spotify.com/track/1OHEWY1A2KIjZVUDRVAY6Q,2017-04-21
5,6,Care,Jeremy Shayne,https://open.spotify.com/track/3Gq2A7HDpvVQByqEUbYHlZ,2017-04-21
6,7,We'll Be Fine,The Bright Road,https://open.spotify.com/track/5EU9Kz9Aa7gjrWDQ3mL1eO,2017-04-21
7,8,A都市の秋,Lamp,https://open.spotify.com/track/2BXqkdNexSZDk9tD6frccY,2017-04-21
8,9,Why Do I Still? (feat. May Angeles),Nieman,https://open.spotify.com/track/6BgfXqcFSNjZVzCHxn9gu2,2017-04-21
9,10,Your Days,JOY,https://open.spotify.com/track/7ec9dwusE72QvPS0h4fL15,2017-04-21
10,11,All I Can,My Body,https://open.spotify.com/track/0N3p7kmj7Jbotnw9MygAa4,2017-04-21
11,12,Love Like This,Recent Rumors,https://open.spotify.com/track/73B2fERoWO4NGbbRdryjuO,2017-04-21
12,13,Báilame,Nacho,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-04-21
13,14,Cocaine Stars,The Lionyls,https://open.spotify.com/track/3FUADewon2FReMf0NtTTRv,2017-04-21
14,15,"Distant Truth, Pt. 1",Household,https://open.spotify.com/track/0CH7KtUzfVM4W0KphGlXDr,2017-04-21
15,16,Badminton,Sweet Baboo,https://open.spotify.com/track/2fkzLI8IvgFypdeY2GN6Aq,2017-04-21
16,17,LOVE. FEAT. ZACARI.,Kendrick Lamar,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,2017-04-21
17,18,Aperture,Black & White,https://open.spotify.com/track/2PTtbz23NnXQ6EJluU7wES,2017-04-21
18,19,U R M' Pocket,UQiYO,https://open.spotify.com/track/5jPAxtiP7QtbO1r5IwP5m8,2017-04-21
19,20,The Cure,Lady Gaga,https://open.spotify.com/track/51PIvodunv6NmX5250zxAh,2017-04-21
20,21,You're the One,Braxton Cook,https://open.spotify.com/track/2uMaucw4d5WsA0HguYCZFK,2017-04-21
21,22,Bigger Better Stronger,Party in Backyard,https://open.spotify.com/track/3QBRe0RAGsK9TrfP14PSUT,2017-04-21
22,23,FJYD,Braxton Cook,https://open.spotify.com/track/3rEzkfIWwRjJEz1A6gSuDe,2017-04-21
23,24,DNA.,Kendrick Lamar,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,2017-04-21
24,25,Hymn (For Trayvon),Braxton Cook,https://open.spotify.com/track/0ypWJ3dKaja5EuujtbqKQq,2017-04-21
25,26,It Depends,AK420,https://open.spotify.com/track/3VPUk9cQWLIGDeTh4KPlhC,2017-04-21
26,27,Cocaine Fantasy,RAJAN,https://open.spotify.com/track/5iKHzC6ODyWH38CRalLHJ7,2017-04-21
27,28,Cnn,Tigo B,https://open.spotify.com/track/1mJMNjkAmMpYgYfNO3b8ER,2017-04-21
28,29,Pariah,Braxton Cook,https://open.spotify.com/track/4v2wSLp3jnH5Vjl6ns7lg1,2017-04-21
29,30,Waste,Samsin,https://open.spotify.com/track/0rPmc8YiOucLXd7v9a9yxb,2017-04-21
30,31,Shaolin's Theme / Pray,Malay,https://open.spotify.com/track/1hpyaoaFbVppDw7WLg36tE,2017-04-21
31,32,Winaloto,Tommy Cash,https://open.spotify.com/track/3e91QYrWXIBXesEjrR3a7F,2017-04-21
32,33,Castle on the Hill,Kurt Hugo Schneider,https://open.spotify.com/track/6lkf39Czg6l22XGiSVhP36,2017-04-21
33,34,The Night We Met,Lord Huron,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK,2017-04-21
34,35,Fuck Donald Trump,Tamu,https://open.spotify.com/track/4hj8NkKvz6wvbXj5IrdikW,2017-04-21
35,36,Gajah,Gaeko,https://open.spotify.com/track/5waEV23FQgW7GSaL2tlk66,2017-04-21
36,37,Sign of the Times,Harry Styles,https://open.spotify.com/track/5ELRkzdzz0HvGpMDlfZHkV,2017-04-21
37,38,Lemons,dylAn,https://open.spotify.com/track/68YAZg1HzCaDjTeEXlqkP7,2017-04-21
38,39,In My World,Lindsey Buckingham,https://open.spotify.com/track/3y2sJv21DODbxoCt70IL3p,2017-04-21
39,40,DeDeDe,tricot,https://open.spotify.com/track/4B1lbDfFMTW2O4vO16oiDF,2017-04-21
40,41,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n,2017-04-21
41,42,Vanille fraise,L'Impératrice,https://open.spotify.com/track/7nZ9CzhiFRPhOQCn7eDSnn,2017-04-21
42,43,Something Different,Why Don't We,https://open.spotify.com/track/354VADd8g3EwHZoLOVGou2,2017-04-21
43,44,HUMBLE.,Kendrick Lamar,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,2017-04-21
44,45,Care,Kaada,https://open.spotify.com/track/7fCRF7pVBTCHB675udgUi3,2017-04-21
45,46,BIG,Skrip,https://open.spotify.com/track/4ucKYWfv5bi09S0W8gTiaW,2017-04-21
46,47,Truth,Kamasi Washington,https://open.spotify.com/track/6yV07yVfbB7Gb15o2MqG8q,2017-04-21
47,48,Everybody Plays The Fool,Cuba Gooding,https://open.spotify.com/track/6pHEgqoQj0jpEjQxkjLKuh,2017-04-21
48,49,City Nights,Allan Holdsworth,https://open.spotify.com/track/6mvpeNyoX6FssQs8rWBvEo,2017-04-21
49,50,I Don't Love Her,Nancy And Beth,https://open.spotify.com/track/4W7lAOBEyO8TNSCzwkw3wI,2017-04-21
0,1,Turn off the Lights,Ghost Nation,https://open.spotify.com/track/6l7xW5ExW24Tp50ooY5sbT,2017-04-22
1,2,Rivers and Roads (feat. Anchor North & Callan Buchanan),Drop Out Vegas,https://open.spotify.com/track/7quxToUJljj5ib2pBrOCvH,2017-04-22
2,3,Crying over You,Elle Olsun,https://open.spotify.com/track/4Ge1vVQgJIi1FVCQikEwYE,2017-04-22
3,4,The Other Side (The Duet),Mylene Cruz (Herizen Guardiola),https://open.spotify.com/track/1OHEWY1A2KIjZVUDRVAY6Q,2017-04-22
4,5,We'll Be Fine,The Bright Road,https://open.spotify.com/track/5EU9Kz9Aa7gjrWDQ3mL1eO,2017-04-22
5,6,Care,Jeremy Shayne,https://open.spotify.com/track/3Gq2A7HDpvVQByqEUbYHlZ,2017-04-22
6,7,A都市の秋,Lamp,https://open.spotify.com/track/2BXqkdNexSZDk9tD6frccY,2017-04-22
7,8,Báilame,Nacho,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-04-22
8,9,Why Do I Still? (feat. May Angeles),Nieman,https://open.spotify.com/track/6BgfXqcFSNjZVzCHxn9gu2,2017-04-22
9,10,Pleaser,Wallows,https://open.spotify.com/track/2TUobOYiSgR7XHBrFTQLZn,2017-04-22
10,11,All I Can,My Body,https://open.spotify.com/track/0N3p7kmj7Jbotnw9MygAa4,2017-04-22
11,12,Love Like This,Recent Rumors,https://open.spotify.com/track/73B2fERoWO4NGbbRdryjuO,2017-04-22
12,13,Aperture,Black & White,https://open.spotify.com/track/2PTtbz23NnXQ6EJluU7wES,2017-04-22
13,14,Cocaine Stars,The Lionyls,https://open.spotify.com/track/3FUADewon2FReMf0NtTTRv,2017-04-22
14,15,"Distant Truth, Pt. 1",Household,https://open.spotify.com/track/0CH7KtUzfVM4W0KphGlXDr,2017-04-22
15,16,LOVE. FEAT. ZACARI.,Kendrick Lamar,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,2017-04-22
16,17,The Cure,Lady Gaga,https://open.spotify.com/track/51PIvodunv6NmX5250zxAh,2017-04-22
17,18,You're the One,Braxton Cook,https://open.spotify.com/track/2uMaucw4d5WsA0HguYCZFK,2017-04-22
18,19,FJYD,Braxton Cook,https://open.spotify.com/track/3rEzkfIWwRjJEz1A6gSuDe,2017-04-22
19,20,Hymn (For Trayvon),Braxton Cook,https://open.spotify.com/track/0ypWJ3dKaja5EuujtbqKQq,2017-04-22
20,21,Pariah,Braxton Cook,https://open.spotify.com/track/4v2wSLp3jnH5Vjl6ns7lg1,2017-04-22
21,22,It Depends,AK420,https://open.spotify.com/track/3VPUk9cQWLIGDeTh4KPlhC,2017-04-22
22,23,Bigger Better Stronger,Party in Backyard,https://open.spotify.com/track/3QBRe0RAGsK9TrfP14PSUT,2017-04-22
23,24,Shaolin's Theme / Pray,Malay,https://open.spotify.com/track/1hpyaoaFbVppDw7WLg36tE,2017-04-22
24,25,Cnn,Tigo B,https://open.spotify.com/track/1mJMNjkAmMpYgYfNO3b8ER,2017-04-22
25,26,Winaloto,Tommy Cash,https://open.spotify.com/track/3e91QYrWXIBXesEjrR3a7F,2017-04-22
26,27,Castle on the Hill,Kurt Hugo Schneider,https://open.spotify.com/track/6lkf39Czg6l22XGiSVhP36,2017-04-22
27,28,DNA.,Kendrick Lamar,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,2017-04-22
28,29,Waste,Samsin,https://open.spotify.com/track/0rPmc8YiOucLXd7v9a9yxb,2017-04-22
29,30,What's Your Question?,Harry's,https://open.spotify.com/track/5jKzkcOvJ8ftnwwswFYmcp,2017-04-22
30,31,Gajah,Gaeko,https://open.spotify.com/track/5waEV23FQgW7GSaL2tlk66,2017-04-22
31,32,Fuck Donald Trump,Tamu,https://open.spotify.com/track/4hj8NkKvz6wvbXj5IrdikW,2017-04-22
32,33,Everybody Plays The Fool,Cuba Gooding,https://open.spotify.com/track/6pHEgqoQj0jpEjQxkjLKuh,2017-04-22
33,34,The Night We Met,Lord Huron,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK,2017-04-22
34,35,Lemons,dylAn,https://open.spotify.com/track/68YAZg1HzCaDjTeEXlqkP7,2017-04-22
35,36,Sign of the Times,Harry Styles,https://open.spotify.com/track/5ELRkzdzz0HvGpMDlfZHkV,2017-04-22
36,37,Vanille fraise,L'Impératrice,https://open.spotify.com/track/7nZ9CzhiFRPhOQCn7eDSnn,2017-04-22
37,38,I Don't Love Her,Nancy And Beth,https://open.spotify.com/track/4W7lAOBEyO8TNSCzwkw3wI,2017-04-22
38,39,Something Different,Why Don't We,https://open.spotify.com/track/354VADd8g3EwHZoLOVGou2,2017-04-22
39,40,Care,Kaada,https://open.spotify.com/track/7fCRF7pVBTCHB675udgUi3,2017-04-22
40,41,HUMBLE.,Kendrick Lamar,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,2017-04-22
41,42,DeDeDe,tricot,https://open.spotify.com/track/4B1lbDfFMTW2O4vO16oiDF,2017-04-22
42,43,BIG,Skrip,https://open.spotify.com/track/4ucKYWfv5bi09S0W8gTiaW,2017-04-22
43,44,City Nights,Allan Holdsworth,https://open.spotify.com/track/6mvpeNyoX6FssQs8rWBvEo,2017-04-22
44,45,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n,2017-04-22
45,46,Anti-Everything,DED,https://open.spotify.com/track/4rTfWXdjhK2iONh2tV58ar,2017-04-22
46,47,Truth,Kamasi Washington,https://open.spotify.com/track/6yV07yVfbB7Gb15o2MqG8q,2017-04-22
47,48,In My World,Lindsey Buckingham,https://open.spotify.com/track/3y2sJv21DODbxoCt70IL3p,2017-04-22
48,49,Aventura,Mavi Phoenix,https://open.spotify.com/track/1l3m8fvQsLZVtorRuOfZRH,2017-04-22
49,50,Lights Out,Royal Blood,https://open.spotify.com/track/3mkmTUcZtQxuKpyM44lGj6,2017-04-22
0,1,Turn off the Lights,Ghost Nation,https://open.spotify.com/track/6l7xW5ExW24Tp50ooY5sbT,2017-04-23
1,2,Rivers and Roads (feat. Anchor North & Callan Buchanan),Drop Out Vegas,https://open.spotify.com/track/7quxToUJljj5ib2pBrOCvH,2017-04-23
2,3,Crying over You,Elle Olsun,https://open.spotify.com/track/4Ge1vVQgJIi1FVCQikEwYE,2017-04-23
3,4,The Other Side (The Duet),Mylene Cruz (Herizen Guardiola),https://open.spotify.com/track/1OHEWY1A2KIjZVUDRVAY6Q,2017-04-23
4,5,We'll Be Fine,The Bright Road,https://open.spotify.com/track/5EU9Kz9Aa7gjrWDQ3mL1eO,2017-04-23
5,6,Care,Jeremy Shayne,https://open.spotify.com/track/3Gq2A7HDpvVQByqEUbYHlZ,2017-04-23
6,7,A都市の秋,Lamp,https://open.spotify.com/track/2BXqkdNexSZDk9tD6frccY,2017-04-23
7,8,Báilame,Nacho,https://open.spotify.com/track/7lRsNbdOGykkMAgsqs4R1C,2017-04-23
8,9,Why Do I Still? (feat. May Angeles),Nieman,https://open.spotify.com/track/6BgfXqcFSNjZVzCHxn9gu2,2017-04-23
9,10,Cocaine Stars,The Lionyls,https://open.spotify.com/track/3FUADewon2FReMf0NtTTRv,2017-04-23
10,11,All I Can,My Body,https://open.spotify.com/track/0N3p7kmj7Jbotnw9MygAa4,2017-04-23
11,12,Fuck Donald Trump,Tamu,https://open.spotify.com/track/4hj8NkKvz6wvbXj5IrdikW,2017-04-23
12,13,LOVE. FEAT. ZACARI.,Kendrick Lamar,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,2017-04-23
13,14,Pleaser,Wallows,https://open.spotify.com/track/2TUobOYiSgR7XHBrFTQLZn,2017-04-23
14,15,You're the One,Braxton Cook,https://open.spotify.com/track/2uMaucw4d5WsA0HguYCZFK,2017-04-23
15,16,When the Night Ends (feat. Madison Gold),LU2VYK,https://open.spotify.com/track/57GpqUmMvjbRiGjyEMWeyI,2017-04-23
16,17,Everybody Plays The Fool,Cuba Gooding,https://open.spotify.com/track/6pHEgqoQj0jpEjQxkjLKuh,2017-04-23
17,18,FJYD,Braxton Cook,https://open.spotify.com/track/3rEzkfIWwRjJEz1A6gSuDe,2017-04-23
18,19,Hymn (For Trayvon),Braxton Cook,https://open.spotify.com/track/0ypWJ3dKaja5EuujtbqKQq,2017-04-23
19,20,It Depends,AK420,https://open.spotify.com/track/3VPUk9cQWLIGDeTh4KPlhC,2017-04-23
20,21,Pariah,Braxton Cook,https://open.spotify.com/track/4v2wSLp3jnH5Vjl6ns7lg1,2017-04-23
21,22,Shaolin's Theme / Pray,Malay,https://open.spotify.com/track/1hpyaoaFbVppDw7WLg36tE,2017-04-23
22,23,Cnn,Tigo B,https://open.spotify.com/track/1mJMNjkAmMpYgYfNO3b8ER,2017-04-23
23,24,Bigger Better Stronger,Party in Backyard,https://open.spotify.com/track/3QBRe0RAGsK9TrfP14PSUT,2017-04-23
24,25,I Don't Love Her,Nancy And Beth,https://open.spotify.com/track/4W7lAOBEyO8TNSCzwkw3wI,2017-04-23
25,26,What's Your Question?,Harry's,https://open.spotify.com/track/5jKzkcOvJ8ftnwwswFYmcp,2017-04-23
26,27,The Cure,Lady Gaga,https://open.spotify.com/track/51PIvodunv6NmX5250zxAh,2017-04-23
27,28,Winaloto,Tommy Cash,https://open.spotify.com/track/3e91QYrWXIBXesEjrR3a7F,2017-04-23
28,29,Castle on the Hill,Kurt Hugo Schneider,https://open.spotify.com/track/6lkf39Czg6l22XGiSVhP36,2017-04-23
29,30,No Perdamos Tiempo,Sheryl Rubio,https://open.spotify.com/track/0AYLjyNmpGpT8R26qLLtsO,2017-04-23
30,31,Gajah,Gaeko,https://open.spotify.com/track/5waEV23FQgW7GSaL2tlk66,2017-04-23
31,32,The Night We Met,Lord Huron,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK,2017-04-23
32,33,DNA.,Kendrick Lamar,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,2017-04-23
33,34,Waste,Samsin,https://open.spotify.com/track/0rPmc8YiOucLXd7v9a9yxb,2017-04-23
34,35,Lemons,dylAn,https://open.spotify.com/track/68YAZg1HzCaDjTeEXlqkP7,2017-04-23
35,36,Vanille fraise,L'Impératrice,https://open.spotify.com/track/7nZ9CzhiFRPhOQCn7eDSnn,2017-04-23
36,37,Care,Kaada,https://open.spotify.com/track/7fCRF7pVBTCHB675udgUi3,2017-04-23
37,38,Something Different,Why Don't We,https://open.spotify.com/track/354VADd8g3EwHZoLOVGou2,2017-04-23
38,39,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n,2017-04-23
39,40,DeDeDe,tricot,https://open.spotify.com/track/4B1lbDfFMTW2O4vO16oiDF,2017-04-23
40,41,BIG,Skrip,https://open.spotify.com/track/4ucKYWfv5bi09S0W8gTiaW,2017-04-23
41,42,Sign of the Times,Harry Styles,https://open.spotify.com/track/5ELRkzdzz0HvGpMDlfZHkV,2017-04-23
42,43,Anti-Everything,DED,https://open.spotify.com/track/4rTfWXdjhK2iONh2tV58ar,2017-04-23
43,44,In My World,Lindsey Buckingham,https://open.spotify.com/track/3y2sJv21DODbxoCt70IL3p,2017-04-23
44,45,Truth,Kamasi Washington,https://open.spotify.com/track/6yV07yVfbB7Gb15o2MqG8q,2017-04-23
45,46,A Savage (feat. 21 Savage),No Plug,https://open.spotify.com/track/42fHQ19Oz8pfOCrb3BEYtQ,2017-04-23
46,47,Aventura,Mavi Phoenix,https://open.spotify.com/track/1l3m8fvQsLZVtorRuOfZRH,2017-04-23
47,48,Gimme Gimme,IGBO,https://open.spotify.com/track/3TQodbSKuIvzGxUE6CYoeA,2017-04-23
48,49,HUMBLE.,Kendrick Lamar,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,2017-04-23
49,50,Chill - 2,The Chicago Duo,https://open.spotify.com/track/4D88ve3cG8zd8jTq8gOtV1,2017-04-23
0,1,Turn off the Lights,Ghost Nation,https://open.spotify.com/track/6l7xW5ExW24Tp50ooY5sbT,2017-04-24
1,2,Despacito - Remix,Luis Fonsi,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-04-24
2,3,Civil War,A Second Life,https://open.spotify.com/track/7aHUfYjasYesXOKqUwrX8d,2017-04-24
3,4,Cocaine Stars,The Lionyls,https://open.spotify.com/track/3FUADewon2FReMf0NtTTRv,2017-04-24
4,5,Everybody Plays The Fool,Cuba Gooding,https://open.spotify.com/track/6pHEgqoQj0jpEjQxkjLKuh,2017-04-24
5,6,A都市の秋,Lamp,https://open.spotify.com/track/2BXqkdNexSZDk9tD6frccY,2017-04-24
6,7,I Don't Love Her,Nancy And Beth,https://open.spotify.com/track/4W7lAOBEyO8TNSCzwkw3wI,2017-04-24
7,8,Lust for Life (with The Weeknd),Lana Del Rey,https://open.spotify.com/track/5LYQSNHZxEA880URXFHg6h,2017-04-24
8,9,Hard Times,Paramore,https://open.spotify.com/track/5hHudNsfZXmdgefWxAX2LG,2017-04-24
9,10,"Guardians Inferno - From ""Guardians of the Galaxy Vol. 2""",The Sneepers,https://open.spotify.com/track/2AY2gnEHnAKwR6nAfdG0Zq,2017-04-24
10,11,About Last Night,Charlz,https://open.spotify.com/track/3nU4zydu9FBwwR8NgajyPg,2017-04-24
11,12,Fuck Donald Trump,Tamu,https://open.spotify.com/track/4hj8NkKvz6wvbXj5IrdikW,2017-04-24
12,13,Care,Jeremy Shayne,https://open.spotify.com/track/3Gq2A7HDpvVQByqEUbYHlZ,2017-04-24
13,14,Toy Box,Mylene Cruz (Herizen Guardiola) & The Soul Madonnas,https://open.spotify.com/track/1ox13aJPqqpqb6Ej1HO3Db,2017-04-24
14,15,We'll Be Fine,The Bright Road,https://open.spotify.com/track/5EU9Kz9Aa7gjrWDQ3mL1eO,2017-04-24
15,16,別問很可怕,J.Sheon,https://open.spotify.com/track/2eYxAPzrb6nPPMdm5F4uX1,2017-04-24
16,17,Kill Jill,Big Boi,https://open.spotify.com/track/0rU1aBF8cQ8xS3H25qWuMz,2017-04-24
