,Position,Track Name,Artist,URL,date
0,1,Fill Me In - AFTR:HRS Mixcut,Loud Luxury,https://open.spotify.com/track/1Th5b8AsauED9F7pGv8Yxi,2017-01-01
1,2,Freedom! '90,George Michael,https://open.spotify.com/track/1D6nV9TPfMnWm7UdVsDVfI,2017-01-01
2,3,You,Manwolves,https://open.spotify.com/track/6F7CjVIrwk7PddQUsoPmoo,2017-01-01
3,4,Faith - Remastered,George Michael,https://open.spotify.com/track/0HEmnAUT8PHznIAAmVXqFJ,2017-01-01
4,5,Father Figure - Remastered,George Michael,https://open.spotify.com/track/0L0T4tMAaGqLgIVj1MOj9t,2017-01-01
5,6,One More Try - Remastered,George Michael,https://open.spotify.com/track/5932kbyNt445gDTT2chRUS,2017-01-01
6,7,Careless Whisper,George Michael,https://open.spotify.com/track/4jDmJ51x1o9NZB5Nxxc7gY,2017-01-01
7,8,"Mia & Sebastian’s Theme - From ""La La Land"" Soundtrack",Justin Hurwitz,https://open.spotify.com/track/1R17cgUv6HeQFa78dzqb7s,2017-01-01
8,9,"Another Day Of Sun - From ""La La Land"" Soundtrack",La La Land Cast,https://open.spotify.com/track/5kRBzRZmZTXVg8okC7SJFZ,2017-01-01
9,10,Are You Sure? (feat. Ty Dolla $ign),Kris Kross Amsterdam,https://open.spotify.com/track/0fH86zQcE2CmATQju6WpXv,2017-01-01
10,11,Panther Like a Panther (Miracle Mix) (feat. Trina),Run The Jewels,https://open.spotify.com/track/0URhioon26PogQkIAHCUK4,2017-01-01
11,12,Kissing a Fool - Remastered,George Michael,https://open.spotify.com/track/1sEGwuvScFU2uNzlI7Aepy,2017-01-01
12,13,"I'm Still Standing - From ""Sing"" Original Motion Picture Soundtrack",Taron Egerton,https://open.spotify.com/track/0mb7btREdC3wuIUmuVRgWn,2017-01-01
13,14,Turn Me Down,Pellican Child,https://open.spotify.com/track/7xZlxQGgb0rBOPLJkviPCq,2017-01-01
14,15,I Need My Girl,Gnarly Gibbs,https://open.spotify.com/track/2UwKFhUl5fFw3WrT5H0wNP,2017-01-01
15,16,"Audition (The Fools Who Dream) - From ""La La Land"" Soundtrack",Emma Stone,https://open.spotify.com/track/6j0wBBAP3hMe4t1Ymj7GIe,2017-01-01
16,17,Careless Whisper,George Michael,https://open.spotify.com/track/6KsgCYcZKPcBRDNGhiZWRR,2017-01-01
17,18,Fades Away,Gavin Haley,https://open.spotify.com/track/57L7zXQGph0TADLSkBM7xd,2017-01-01
18,19,Pretty,Yevin Francisco,https://open.spotify.com/track/2M7anGRRnLoyn80itQPfXY,2017-01-01
19,20,Lights Out (Too Drunk) [feat. Hayla],DJ Katch,https://open.spotify.com/track/5Oh3cW5gnEEKPsHb1WrVWm,2017-01-01
20,21,"OH.MY.GOSH - From ""Sing"" Original Motion Picture Soundtrack",Bunnies,https://open.spotify.com/track/7G2ngpelFIxPCsEodpA8uP,2017-01-01
21,22,I Knew You Were Waiting (For Me),George Michael,https://open.spotify.com/track/0f6pHbsLzpWxl5CfhOUjBA,2017-01-01
22,23,Last Night In Los Feliz,Niia,https://open.spotify.com/track/7t6riHq1ZPPi08qgbuXNaY,2017-01-01
23,24,Shelter,Vandelux,https://open.spotify.com/track/13XPIlyIbYMInO8aN7AEt8,2017-01-01
24,25,HOT DRUM,JOYRYDE,https://open.spotify.com/track/0gcPFlSLjkVqz84RcDhyJk,2017-01-01
25,26,Praying for Time,George Michael,https://open.spotify.com/track/3X94UU9WQAiaw6A2NELO1a,2017-01-01
26,27,Satisfaction,Bay Rays,https://open.spotify.com/track/2a49PgBuO22WcmKaR3qcYJ,2017-01-01
27,28,Everything She Wants,Wham!,https://open.spotify.com/track/5hXEcqQhEjfZdbIZLO8mf2,2017-01-01
28,29,Stay With Me,CHANYEOL,https://open.spotify.com/track/1HYzRuWjmS9LXCkdVHi25K,2017-01-01
29,30,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,https://open.spotify.com/track/0LtVx5vsq9nfpGsWgjUin6,2017-01-01
30,31,I Want Your Sex - Pts. 1 & 2 Remastered,George Michael,https://open.spotify.com/track/6QnFHieoch6U9J8zfv6hml,2017-01-01
31,32,"Someone In The Crowd - From ""La La Land"" Soundtrack",Emma Stone,https://open.spotify.com/track/39ncDMVidHOeQgeC5anYZM,2017-01-01
32,33,Down (feat. Joi),Run The Jewels,https://open.spotify.com/track/37wue2fDZqVGNccW03p1Sk,2017-01-01
33,34,Hey Kids (Bumaye) (feat. Danny Brown),Run The Jewels,https://open.spotify.com/track/2IHy47dWsTh0FEHBMdfd38,2017-01-01
34,35,Legend Has It,Run The Jewels,https://open.spotify.com/track/5O4meQrvNMz9QmjXXiHnqH,2017-01-01
35,36,Jesus to a Child,George Michael,https://open.spotify.com/track/2SzCxX6M6vDwdEwnHDiTaY,2017-01-01
36,37,Bell's Harmonic,Alan Gogoll,https://open.spotify.com/track/1oFdYrLGbd2a0fxCsWTkkV,2017-01-01
37,38,"Epilogue - From ""La La Land"" Soundtrack",Justin Hurwitz,https://open.spotify.com/track/5jdClu7X0U5TgVr2ObewxS,2017-01-01
38,39,Somebody to Love,George Michael,https://open.spotify.com/track/1kn8Jj0i9IwyO3yDgDyUSR,2017-01-01
39,40,Living Single,Big Sean,https://open.spotify.com/track/36xxq7VDZZsGwARsn6Clo7,2017-01-01
40,41,A Report to the Shareholders / Kill Your Masters,Run The Jewels,https://open.spotify.com/track/7IJnMskjLdZcA1pLcjZ8Ht,2017-01-01
41,42,Equal Powers,Violents,https://open.spotify.com/track/63ligF3uwteTFejkzrhx8F,2017-01-01
42,43,Don't Let The Sun Go Down On Me,Elton John,https://open.spotify.com/track/6YFbJW9ieQHClBf9nFnAd2,2017-01-01
43,44,It's Gotta Be You,Isaiah,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,2017-01-01
44,45,Nuclear Fusion,King Gizzard & The Lizard Wizard,https://open.spotify.com/track/3Qk6YR0ZsjM0judvuDEbnl,2017-01-01
45,46,I Can't Make You Love Me,George Michael,https://open.spotify.com/track/2w4a4ur2uRf530cbzyTlWo,2017-01-01
46,47,Princess Leia's Theme,John Williams,https://open.spotify.com/track/1hQ90DXmLxPMYpIh3o0bLM,2017-01-01
47,48,"Fastlove, Pt. 1",George Michael,https://open.spotify.com/track/6SaeXxdt0Id6ZzmX0ZGTQK,2017-01-01
48,49,"The Way I Feel Inside - From ""Sing"" Original Motion Picture Soundtrack",Taron Egerton,https://open.spotify.com/track/7FLpaXPZHwXkhgH2gK1VWb,2017-01-01
49,50,Mi Destino,TÂCHES,https://open.spotify.com/track/0dwWybxgnVS9hSUtCQvOcd,2017-01-01
0,1,Fill Me In - AFTR:HRS Mixcut,Loud Luxury,https://open.spotify.com/track/1Th5b8AsauED9F7pGv8Yxi,2017-01-02
1,2,You,Manwolves,https://open.spotify.com/track/6F7CjVIrwk7PddQUsoPmoo,2017-01-02
2,3,"Mia & Sebastian’s Theme - From ""La La Land"" Soundtrack",Justin Hurwitz,https://open.spotify.com/track/1R17cgUv6HeQFa78dzqb7s,2017-01-02
3,4,"Another Day Of Sun - From ""La La Land"" Soundtrack",La La Land Cast,https://open.spotify.com/track/5kRBzRZmZTXVg8okC7SJFZ,2017-01-02
4,5,Panther Like a Panther (Miracle Mix) (feat. Trina),Run The Jewels,https://open.spotify.com/track/0URhioon26PogQkIAHCUK4,2017-01-02
5,6,Freedom! '90,George Michael,https://open.spotify.com/track/1D6nV9TPfMnWm7UdVsDVfI,2017-01-02
6,7,Down (feat. Joi),Run The Jewels,https://open.spotify.com/track/37wue2fDZqVGNccW03p1Sk,2017-01-02
7,8,Last Night In Los Feliz,Niia,https://open.spotify.com/track/7t6riHq1ZPPi08qgbuXNaY,2017-01-02
8,9,I Need My Girl,Gnarly Gibbs,https://open.spotify.com/track/2UwKFhUl5fFw3WrT5H0wNP,2017-01-02
9,10,"Audition (The Fools Who Dream) - From ""La La Land"" Soundtrack",Emma Stone,https://open.spotify.com/track/6j0wBBAP3hMe4t1Ymj7GIe,2017-01-02
10,11,Are You Sure? (feat. Ty Dolla $ign),Kris Kross Amsterdam,https://open.spotify.com/track/0fH86zQcE2CmATQju6WpXv,2017-01-02
11,12,Turn Me Down,Pellican Child,https://open.spotify.com/track/7xZlxQGgb0rBOPLJkviPCq,2017-01-02
12,13,Shelter,Vandelux,https://open.spotify.com/track/13XPIlyIbYMInO8aN7AEt8,2017-01-02
13,14,"I'm Still Standing - From ""Sing"" Original Motion Picture Soundtrack",Taron Egerton,https://open.spotify.com/track/0mb7btREdC3wuIUmuVRgWn,2017-01-02
14,15,A Report to the Shareholders / Kill Your Masters,Run The Jewels,https://open.spotify.com/track/7IJnMskjLdZcA1pLcjZ8Ht,2017-01-02
15,16,Hey Kids (Bumaye) (feat. Danny Brown),Run The Jewels,https://open.spotify.com/track/2IHy47dWsTh0FEHBMdfd38,2017-01-02
16,17,One More Try - Remastered,George Michael,https://open.spotify.com/track/5932kbyNt445gDTT2chRUS,2017-01-02
17,18,"Someone In The Crowd - From ""La La Land"" Soundtrack",Emma Stone,https://open.spotify.com/track/39ncDMVidHOeQgeC5anYZM,2017-01-02
18,19,Stay With Me,CHANYEOL,https://open.spotify.com/track/1HYzRuWjmS9LXCkdVHi25K,2017-01-02
19,20,Equal Powers,Violents,https://open.spotify.com/track/63ligF3uwteTFejkzrhx8F,2017-01-02
20,21,"OH.MY.GOSH - From ""Sing"" Original Motion Picture Soundtrack",Bunnies,https://open.spotify.com/track/7G2ngpelFIxPCsEodpA8uP,2017-01-02
21,22,Princess Leia's Theme,John Williams,https://open.spotify.com/track/1hQ90DXmLxPMYpIh3o0bLM,2017-01-02
22,23,Father Figure - Remastered,George Michael,https://open.spotify.com/track/0L0T4tMAaGqLgIVj1MOj9t,2017-01-02
23,24,Faith - Remastered,George Michael,https://open.spotify.com/track/0HEmnAUT8PHznIAAmVXqFJ,2017-01-02
24,25,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-02
25,26,Careless Whisper,George Michael,https://open.spotify.com/track/4jDmJ51x1o9NZB5Nxxc7gY,2017-01-02
26,27,Bad and Boujee (feat. Lil Uzi Vert),Migos,https://open.spotify.com/track/1FvU97lrWOG2NRxErh6OZz,2017-01-02
27,28,Fades Away,Gavin Haley,https://open.spotify.com/track/57L7zXQGph0TADLSkBM7xd,2017-01-02
28,29,Living Single,Big Sean,https://open.spotify.com/track/36xxq7VDZZsGwARsn6Clo7,2017-01-02
29,30,Lights Out (Too Drunk) [feat. Hayla],DJ Katch,https://open.spotify.com/track/5Oh3cW5gnEEKPsHb1WrVWm,2017-01-02
30,31,Bell's Harmonic,Alan Gogoll,https://open.spotify.com/track/1oFdYrLGbd2a0fxCsWTkkV,2017-01-02
31,32,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,https://open.spotify.com/track/0LtVx5vsq9nfpGsWgjUin6,2017-01-02
32,33,"Epilogue - From ""La La Land"" Soundtrack",Justin Hurwitz,https://open.spotify.com/track/5jdClu7X0U5TgVr2ObewxS,2017-01-02
33,34,It's Gotta Be You,Isaiah,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,2017-01-02
34,35,HOT DRUM,JOYRYDE,https://open.spotify.com/track/0gcPFlSLjkVqz84RcDhyJk,2017-01-02
35,36,"The Way I Feel Inside - From ""Sing"" Original Motion Picture Soundtrack",Taron Egerton,https://open.spotify.com/track/7FLpaXPZHwXkhgH2gK1VWb,2017-01-02
36,37,Legend Has It,Run The Jewels,https://open.spotify.com/track/5O4meQrvNMz9QmjXXiHnqH,2017-01-02
37,38,iSpy,KYLE,https://open.spotify.com/track/0WjYgf4qH3B0v0HmW61doL,2017-01-02
38,39,Pretty,Yevin Francisco,https://open.spotify.com/track/2M7anGRRnLoyn80itQPfXY,2017-01-02
39,40,"Set It All Free - From ""Sing"" Original Motion Picture Soundtrack",Scarlett Johansson,https://open.spotify.com/track/5qpddGBjns63fNDYWOxSjs,2017-01-02
40,41,Satisfaction,Bay Rays,https://open.spotify.com/track/2a49PgBuO22WcmKaR3qcYJ,2017-01-02
41,42,I Hate Myself For Loving You,Halestorm,https://open.spotify.com/track/1xuEwBaIhnpxaFYMEQTKX9,2017-01-02
42,43,Nuclear Fusion,King Gizzard & The Lizard Wizard,https://open.spotify.com/track/3Qk6YR0ZsjM0judvuDEbnl,2017-01-02
43,44,Throw Myself A Party,Cashmere Cat,https://open.spotify.com/track/1bZrM1CNYl6e3yU5wXl6v3,2017-01-02
44,45,Kissing a Fool - Remastered,George Michael,https://open.spotify.com/track/1sEGwuvScFU2uNzlI7Aepy,2017-01-02
45,46,Lady (feat. Pitbull),Austin Mahone,https://open.spotify.com/track/48nmKZkd67ATPI8ROOJhkK,2017-01-02
46,47,Somebody to Love,George Michael,https://open.spotify.com/track/1kn8Jj0i9IwyO3yDgDyUSR,2017-01-02
47,48,Moves,Big Sean,https://open.spotify.com/track/6Kd4EPrY9A4WBUFy5JaqEc,2017-01-02
48,49,Talk to Me,Run The Jewels,https://open.spotify.com/track/0QCymIumn4YPTlKOuvDsS1,2017-01-02
49,50,Careless Whisper,George Michael,https://open.spotify.com/track/6KsgCYcZKPcBRDNGhiZWRR,2017-01-02
0,1,Fill Me In - AFTR:HRS Mixcut,Loud Luxury,https://open.spotify.com/track/1Th5b8AsauED9F7pGv8Yxi,2017-01-03
1,2,Losing Sleep,Vorsa,https://open.spotify.com/track/0oWVd0W6kgFTH5Pyfq9J25,2017-01-03
2,3,You,Manwolves,https://open.spotify.com/track/6F7CjVIrwk7PddQUsoPmoo,2017-01-03
3,4,"Mia & Sebastian’s Theme - From ""La La Land"" Soundtrack",Justin Hurwitz,https://open.spotify.com/track/1R17cgUv6HeQFa78dzqb7s,2017-01-03
4,5,I Need My Girl,Gnarly Gibbs,https://open.spotify.com/track/2UwKFhUl5fFw3WrT5H0wNP,2017-01-03
5,6,"Another Day Of Sun - From ""La La Land"" Soundtrack",La La Land Cast,https://open.spotify.com/track/5kRBzRZmZTXVg8okC7SJFZ,2017-01-03
6,7,2 AM (Prod. DNTST & Berg),Emma Sameth,https://open.spotify.com/track/4h0Sl6e9AE421W3K6EGsRJ,2017-01-03
7,8,Turn Me Down,Pellican Child,https://open.spotify.com/track/7xZlxQGgb0rBOPLJkviPCq,2017-01-03
8,9,Shelter,Vandelux,https://open.spotify.com/track/13XPIlyIbYMInO8aN7AEt8,2017-01-03
9,10,Down (feat. Joi),Run The Jewels,https://open.spotify.com/track/37wue2fDZqVGNccW03p1Sk,2017-01-03
10,11,"Audition (The Fools Who Dream) - From ""La La Land"" Soundtrack",Emma Stone,https://open.spotify.com/track/6j0wBBAP3hMe4t1Ymj7GIe,2017-01-03
11,12,Stay With Me,CHANYEOL,https://open.spotify.com/track/1HYzRuWjmS9LXCkdVHi25K,2017-01-03
12,13,"Epilogue - From ""La La Land"" Soundtrack",Justin Hurwitz,https://open.spotify.com/track/5jdClu7X0U5TgVr2ObewxS,2017-01-03
13,14,Panther Like a Panther (Miracle Mix) (feat. Trina),Run The Jewels,https://open.spotify.com/track/0URhioon26PogQkIAHCUK4,2017-01-03
14,15,"Someone In The Crowd - From ""La La Land"" Soundtrack",Emma Stone,https://open.spotify.com/track/39ncDMVidHOeQgeC5anYZM,2017-01-03
15,16,Mausoleum,Seryn,https://open.spotify.com/track/4izMOshSBK4MYWRYwii4OJ,2017-01-03
16,17,It's Gotta Be You,Isaiah,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,2017-01-03
17,18,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,https://open.spotify.com/track/0LtVx5vsq9nfpGsWgjUin6,2017-01-03
18,19,Last Night In Los Feliz,Niia,https://open.spotify.com/track/7t6riHq1ZPPi08qgbuXNaY,2017-01-03
19,20,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-03
20,21,"I'm Still Standing - From ""Sing"" Original Motion Picture Soundtrack",Taron Egerton,https://open.spotify.com/track/0mb7btREdC3wuIUmuVRgWn,2017-01-03
21,22,I Beat My Meat,Thanks Ugly God,https://open.spotify.com/track/0dDECPQ6dxdEr7F7Taop6r,2017-01-03
22,23,Equal Powers,Violents,https://open.spotify.com/track/63ligF3uwteTFejkzrhx8F,2017-01-03
23,24,Bad and Boujee (feat. Lil Uzi Vert),Migos,https://open.spotify.com/track/1FvU97lrWOG2NRxErh6OZz,2017-01-03
24,25,Hey Kids (Bumaye) (feat. Danny Brown),Run The Jewels,https://open.spotify.com/track/2IHy47dWsTh0FEHBMdfd38,2017-01-03
25,26,Are You Sure? (feat. Ty Dolla $ign),Kris Kross Amsterdam,https://open.spotify.com/track/0fH86zQcE2CmATQju6WpXv,2017-01-03
26,27,A Report to the Shareholders / Kill Your Masters,Run The Jewels,https://open.spotify.com/track/7IJnMskjLdZcA1pLcjZ8Ht,2017-01-03
27,28,Throw Myself A Party,Cashmere Cat,https://open.spotify.com/track/1bZrM1CNYl6e3yU5wXl6v3,2017-01-03
28,29,Romantic - NOTD Remix,Stanaj,https://open.spotify.com/track/1pvgpkMqtQyOGePdYOTt9U,2017-01-03
29,30,"OH.MY.GOSH - From ""Sing"" Original Motion Picture Soundtrack",Bunnies,https://open.spotify.com/track/7G2ngpelFIxPCsEodpA8uP,2017-01-03
30,31,I Hate Myself For Loving You,Halestorm,https://open.spotify.com/track/1xuEwBaIhnpxaFYMEQTKX9,2017-01-03
31,32,"Set It All Free - From ""Sing"" Original Motion Picture Soundtrack",Scarlett Johansson,https://open.spotify.com/track/5qpddGBjns63fNDYWOxSjs,2017-01-03
32,33,Living Single,Big Sean,https://open.spotify.com/track/36xxq7VDZZsGwARsn6Clo7,2017-01-03
33,34,iSpy,KYLE,https://open.spotify.com/track/0WjYgf4qH3B0v0HmW61doL,2017-01-03
34,35,"City Of Stars - From ""La La Land"" Soundtrack/Pier",Ryan Gosling,https://open.spotify.com/track/5BMwpS4iYKR30kq9U9beaT,2017-01-03
35,36,Lady (feat. Pitbull),Austin Mahone,https://open.spotify.com/track/48nmKZkd67ATPI8ROOJhkK,2017-01-03
36,37,Lights Out (Too Drunk) [feat. Hayla],DJ Katch,https://open.spotify.com/track/5Oh3cW5gnEEKPsHb1WrVWm,2017-01-03
37,38,Freedom! '90,George Michael,https://open.spotify.com/track/1D6nV9TPfMnWm7UdVsDVfI,2017-01-03
38,39,Parallel Lines (feat. Phantogram) - Drunken Masters Remix,A-Trak,https://open.spotify.com/track/1ZQx4TNATEwW46isiJ99Qd,2017-01-03
39,40,Stay Gold,Run The Jewels,https://open.spotify.com/track/2158CKVDPFy5h5OuyzFNZU,2017-01-03
40,41,Careless Whisper,George Michael,https://open.spotify.com/track/4jDmJ51x1o9NZB5Nxxc7gY,2017-01-03
41,42,Better With You,Austin Mahone,https://open.spotify.com/track/3nS6zA7laKRAvnpFi7Gu9g,2017-01-03
42,43,Bombay and Lemonade,Taylor Gang,https://open.spotify.com/track/4O3DX6NIkVFHHsx346yOMu,2017-01-03
43,44,Moves,Big Sean,https://open.spotify.com/track/6Kd4EPrY9A4WBUFy5JaqEc,2017-01-03
44,45,Fades Away,Gavin Haley,https://open.spotify.com/track/57L7zXQGph0TADLSkBM7xd,2017-01-03
45,46,FXXK IT,BIGBANG,https://open.spotify.com/track/0YVsrgp4OOUhFuYMAVQazV,2017-01-03
46,47,Follow Me,Beauvois,https://open.spotify.com/track/3FmPodWlffxrKjwlABZlHT,2017-01-03
47,48,St. Sebastian,Sam Patch,https://open.spotify.com/track/3xosRvwhxNXUdP2JmnzT97,2017-01-03
48,49,"The Way I Feel Inside - From ""Sing"" Original Motion Picture Soundtrack",Taron Egerton,https://open.spotify.com/track/7FLpaXPZHwXkhgH2gK1VWb,2017-01-03
49,50,Dance on the Mountain - Alternate Mix,Amber Maya,https://open.spotify.com/track/00o4GuYe2ZbyEtrjqiik58,2017-01-03
0,1,Fill Me In - AFTR:HRS Mixcut,Loud Luxury,https://open.spotify.com/track/1Th5b8AsauED9F7pGv8Yxi,2017-01-04
1,2,Losing Sleep,Vorsa,https://open.spotify.com/track/0oWVd0W6kgFTH5Pyfq9J25,2017-01-04
2,3,You,Manwolves,https://open.spotify.com/track/6F7CjVIrwk7PddQUsoPmoo,2017-01-04
3,4,I Need My Girl,Gnarly Gibbs,https://open.spotify.com/track/2UwKFhUl5fFw3WrT5H0wNP,2017-01-04
4,5,"Mia & Sebastian’s Theme - From ""La La Land"" Soundtrack",Justin Hurwitz,https://open.spotify.com/track/1R17cgUv6HeQFa78dzqb7s,2017-01-04
5,6,"Another Day Of Sun - From ""La La Land"" Soundtrack",La La Land Cast,https://open.spotify.com/track/5kRBzRZmZTXVg8okC7SJFZ,2017-01-04
6,7,Shelter,Vandelux,https://open.spotify.com/track/13XPIlyIbYMInO8aN7AEt8,2017-01-04
7,8,Turn Me Down,Pellican Child,https://open.spotify.com/track/7xZlxQGgb0rBOPLJkviPCq,2017-01-04
8,9,2 AM (Prod. DNTST & Berg),Emma Sameth,https://open.spotify.com/track/4h0Sl6e9AE421W3K6EGsRJ,2017-01-04
9,10,Oh NaNa (Hidden. HUR YOUNG JI),KARD,https://open.spotify.com/track/1ZgfAxHQCXLt8o1VXEHHAt,2017-01-04
10,11,"Audition (The Fools Who Dream) - From ""La La Land"" Soundtrack",Emma Stone,https://open.spotify.com/track/6j0wBBAP3hMe4t1Ymj7GIe,2017-01-04
11,12,"City Of Stars - From ""La La Land"" Soundtrack",Ryan Gosling,https://open.spotify.com/track/0LtVx5vsq9nfpGsWgjUin6,2017-01-04
12,13,It's Gotta Be You,Isaiah,https://open.spotify.com/track/6cAKeFFYW2aClZSUyvqAEW,2017-01-04
13,14,"Someone In The Crowd - From ""La La Land"" Soundtrack",Emma Stone,https://open.spotify.com/track/39ncDMVidHOeQgeC5anYZM,2017-01-04
14,15,Stay With Me,CHANYEOL,https://open.spotify.com/track/1HYzRuWjmS9LXCkdVHi25K,2017-01-04
15,16,"Epilogue - From ""La La Land"" Soundtrack",Justin Hurwitz,https://open.spotify.com/track/5jdClu7X0U5TgVr2ObewxS,2017-01-04
16,17,Romantic - NOTD Remix,Stanaj,https://open.spotify.com/track/2yNM18IhYDt3UWcKtHNIMZ,2017-01-04
17,18,Rooting For You,London Grammar,https://open.spotify.com/track/2M8MVbP38qtWdwFRrsN0mi,2017-01-04
18,19,"City Of Stars - From ""La La Land"" Soundtrack/Pier",Ryan Gosling,https://open.spotify.com/track/5BMwpS4iYKR30kq9U9beaT,2017-01-04
19,20,Deu Onda,MC G15,https://open.spotify.com/track/0EPxmvsG1BY5td4aTOkWBF,2017-01-04
20,21,Down (feat. Joi),Run The Jewels,https://open.spotify.com/track/37wue2fDZqVGNccW03p1Sk,2017-01-04
21,22,Mausoleum,Seryn,https://open.spotify.com/track/4izMOshSBK4MYWRYwii4OJ,2017-01-04
22,23,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-01-04
23,24,Last Night In Los Feliz,Niia,https://open.spotify.com/track/7t6riHq1ZPPi08qgbuXNaY,2017-01-04
24,25,Bad and Boujee (feat. Lil Uzi Vert),Migos,https://open.spotify.com/track/1FvU97lrWOG2NRxErh6OZz,2017-01-04
25,26,Throw Myself A Party,Cashmere Cat,https://open.spotify.com/track/1bZrM1CNYl6e3yU5wXl6v3,2017-01-04
26,27,Hey Kids (Bumaye) (feat. Danny Brown),Run The Jewels,https://open.spotify.com/track/2IHy47dWsTh0FEHBMdfd38,2017-01-04
27,28,I Hate Myself For Loving You,Halestorm,https://open.spotify.com/track/1xuEwBaIhnpxaFYMEQTKX9,2017-01-04
28,29,Are You Sure? (feat. Ty Dolla $ign),Kris Kross Amsterdam,https://open.spotify.com/track/0fH86zQcE2CmATQju6WpXv,2017-01-04
29,30,Lady (feat. Pitbull),Austin Mahone,https://open.spotify.com/track/48nmKZkd67ATPI8ROOJhkK,2017-01-04
30,31,Panther Like a Panther (Miracle Mix) (feat. Trina),Run The Jewels,https://open.spotify.com/track/0URhioon26PogQkIAHCUK4,2017-01-04
31,32,"OH.MY.GOSH - From ""Sing"" Original Motion Picture Soundtrack",Bunnies,https://open.spotify.com/track/7G2ngpelFIxPCsEodpA8uP,2017-01-04
32,33,4Her,PUBLIC,https://open.spotify.com/track/7wjpGRQsfuvlxB1PF4vW7y,2017-01-04
33,34,"I'm Still Standing - From ""Sing"" Original Motion Picture Soundtrack",Taron Egerton,https://open.spotify.com/track/0mb7btREdC3wuIUmuVRgWn,2017-01-04
34,35,Equal Powers,Violents,https://open.spotify.com/track/63ligF3uwteTFejkzrhx8F,2017-01-04
35,36,iSpy,KYLE,https://open.spotify.com/track/0WjYgf4qH3B0v0HmW61doL,2017-01-04
36,37,I Beat My Meat,Thanks Ugly God,https://open.spotify.com/track/0dDECPQ6dxdEr7F7Taop6r,2017-01-04
37,38,A Report to the Shareholders / Kill Your Masters,Run The Jewels,https://open.spotify.com/track/7IJnMskjLdZcA1pLcjZ8Ht,2017-01-04
38,39,Not Me (feat. Two Feet),MELVV,https://open.spotify.com/track/5Fm0370X5xpSsDy2AL0Zra,2017-01-04
39,40,"Set It All Free - From ""Sing"" Original Motion Picture Soundtrack",Scarlett Johansson,https://open.spotify.com/track/5qpddGBjns63fNDYWOxSjs,2017-01-04
40,41,Follow Me,Beauvois,https://open.spotify.com/track/3FmPodWlffxrKjwlABZlHT,2017-01-04
41,42,Bombay and Lemonade,Taylor Gang,https://open.spotify.com/track/4O3DX6NIkVFHHsx346yOMu,2017-01-04
42,43,Parallel Lines (feat. Phantogram) - Drunken Masters Remix,A-Trak,https://open.spotify.com/track/1ZQx4TNATEwW46isiJ99Qd,2017-01-04
43,44,Final Song - Diplo & Jauz Remix,MØ,https://open.spotify.com/track/0gahmokctHhYjyR3ZUGr7L,2017-01-04
44,45,immortal,Elley Duhé,https://open.spotify.com/track/4gipAzWetrklPX9RlJWO61,2017-01-04
45,46,Living Single,Big Sean,https://open.spotify.com/track/36xxq7VDZZsGwARsn6Clo7,2017-01-04
46,47,Legend Has It,Run The Jewels,https://open.spotify.com/track/5O4meQrvNMz9QmjXXiHnqH,2017-01-04
47,48,I Can Be,Star Cast,https://open.spotify.com/track/2ekNI98UsF0t2NtUjRzp3j,2017-01-04
48,49,St. Sebastian,Sam Patch,https://open.spotify.com/track/3xosRvwhxNXUdP2JmnzT97,2017-01-04
49,50,This Ole King,WHY?,https://open.spotify.com/track/0wV549kVU1dSwIbQoF6x5m,2017-01-04
0,1,Fill Me In - AFTR:HRS Mixcut,Loud Luxury,https://open.spotify.com/track/1Th5b8AsauED9F7pGv8Yxi,2017-01-05
1,2,Losing Sleep,Vorsa,https://open.spotify.com/track/0oWVd0W6kgFTH5Pyfq9J25,2017-01-05
2,3,You,Manwolves,https://open.spotify.com/track/6F7CjVIrwk7PddQUsoPmoo,2017-01-05
3,4,I Need My Girl,Gnarly Gibbs,https://open.spotify.com/track/2UwKFhUl5fFw3WrT5H0wNP,2017-01-05
4,5,"Another Day Of Sun - From ""La La Land"" Soundtrack",La La Land Cast,https://open.spotify.com/track/5kRBzRZmZTXVg8okC7SJFZ,2017-01-05
5,6,"Mia & Sebastian’s Theme - From ""La La Land"" Soundtrack",Justin Hurwitz,https://open.spotify.com/track/1R17cgUv6HeQFa78dzqb7s,2017-01-05
